"World",21877,22486,23398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"country",2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049
"Bhutan","2.1",2,"2.4","2.085672918353577","2.085672918353577","2.150478653171391","2.215284387989205","2.2800901228070183","2.344895857624832","2.409701592442646","2.4745073272604596","2.5393130620782736","2.6041187968960875","2.668924531713901","2.733730266531715","2.7985360013495284","2.8633417361673423","2.9281474709851563","2.9929532058029698","3.0577589406207837","3.1225646754385976","3.187370410256411","3.252176145074225","3.316981879892039","3.3817876147098525","3.4465933495276664","3.51139908434548","3.5762048191632942","3.6410105539811077","3.705816288798921","3.7706220236167356","3.835427758434549","3.9002334932523626","3.965039228070177"
"Bolivia","7.9","8.1","8.3","7.666460950674766","7.666460950674766","7.854116663832661","8.041772376990556","8.229428090148451","8.417083803306346","8.60473951646424","8.792395229622135","8.98005094278003","9.167706655937925","9.35536236909582","9.543018082253715","9.73067379541161","9.918329508569505","10.1059852217274","10.293640934885293","10.481296648043188","10.668952361201082","10.856608074358977","11.044263787516872","11.231919500674767","11.419575213832662","11.607230926990557","11.794886640148452","11.982542353306346","12.170198066464241","12.357853779622136","12.545509492780031","12.733165205937926","12.92082091909582","13.108476632253716"
"Bosnia and Herzegovina",12,12,12,"14.0948606754386","14.0948606754386","14.492607288798922","14.890353902159248","15.28810051551957","15.685847128879896","16.083593742240218","16.481340355600544","16.879086968960866","17.27683358232119","17.674580195681514","18.072326809041837","18.470073422402162","18.867820035762485","19.26556664912281","19.663313262483133","20.06105987584346","20.45880648920378","20.856553102564106","21.25429971592443","21.652046329284754","22.049792942645077","22.447539556005403","22.845286169365725","23.24303278272605","23.640779396086373","24.038526009446695","24.43627262280702","24.834019236167343","25.23176584952767","25.62951246288799"
"Botswana","3.6","3.6","3.3","3.905376224021594","3.905376224021594","4.000297900134955","4.095219576248315","4.190141252361675","4.2850629284750354","4.379984604588396","4.474906280701756","4.569827956815117","4.664749632928477","4.759671309041837","4.854592985155198","4.949514661268558","5.044436337381918","5.139358013495278","5.234279689608639","5.329201365722","5.42412304183536","5.51904471794872","5.61396639406208","5.7088880701754405","5.803809746288801","5.898731422402162","5.993653098515522","6.088574774628882","6.1834964507422425","6.278418126855603","6.373339802968963","6.468261479082323","6.563183155195684","6.6581048313090445"
"Brazil",510,517,529,"552.9303986183536","552.9303986183536","564.1569607454791","575.3835228726045","586.6100849997301","597.8366471268556","609.0632092539811","620.2897713811066","631.516333508232","642.7428956353576","653.9694577624831","665.1960198896086","676.4225820167342","687.6491441438596","698.8757062709851","710.1022683981106","721.3288305252362","732.5553926523617","743.7819547794871","755.0085169066126","766.2350790337382","777.4616411608637","788.6882032879892","799.9147654151146","811.1413275422402","822.3678896693657","833.5944517964912","844.8210139236168","856.0475760507422","867.2741381778677","878.5007003049932"
"British Virgin Islands","0.2","0.1",0,"0.160541662631097","0.160541662631097","0.16472326746770777","0.16890487230431853","0.17308647714092928","0.17726808197754004","0.1814496868141508","0.18563129165076156","0.18981289648737232","0.19399450132398308","0.19817610616059383","0.2023577109972046","0.20653931583381535","0.2107209206704261","0.21490252550703687","0.21908413034364763","0.22326573518025838","0.22744734001686914","0.2316289448534799","0.23581054969009066","0.23999215452670142","0.24417375936331218","0.24835536419992296","0.25253696903653367","0.2567185738731444","0.2609001787097552","0.26508178354636597","0.2692633883829767","0.27344499321958743","0.2776265980561982","0.281808202892809"
"Brunei","3.8","3.4","3.6","4.172888402159245","4.172888402159245","4.2694189365722","4.365949470985156","4.4624800053981115","4.559010539811067","4.655541074224023","4.752071608636978","4.848602143049933","4.945132677462889","5.041663211875845","5.1381937462888","5.234724280701755","5.331254815114711","5.4277853495276664","5.524315883940622","5.620846418353577","5.717376952766533","5.813907487179488","5.9104380215924435","6.0069685560054","6.103499090418355","6.20002962483131","6.296560159244265","6.393090693657221","6.489621228070177","6.586151762483132","6.682682296896088","6.779212831309043","6.875743365721998","6.972273900134954"
"Bulgaria",32,34,33,"28.225678650472332","28.225678650472332","28.004896488529013","27.784114326585694","27.56333216464237","27.342550002699053","27.12176784075573","26.90098567881241","26.680203516869092","26.459421354925773","26.238639192982454","26.01785703103913","25.797074869095812","25.57629270715249","25.35551054520917","25.134728383265852","24.913946221322533","24.693164059379214","24.47238189743589","24.251599735492572","24.03081757354925","23.81003541160593","23.58925324966261","23.368471087719293","23.147688925775974","22.92690676383265","22.70612460188933","22.48534243994601","22.26456027800269","22.04377811605937","21.822995954116053"
"Burkina Faso","1.5","1.6","1.8","1.3306682801430503","1.3306682801430503","1.3691082696248318","1.407548259106613","1.4459882485883944","1.4844282380701759","1.5228682275519572","1.5613082170337387","1.59974820651552","1.6381881959973015","1.6766281854790828","1.715068174960864","1.7535081644426456","1.7919481539244269","1.8303881434062084","1.8688281328879897","1.907268122369771","1.9457081118515522","1.984148101333334","2.0225880908151153","2.0610280802968965","2.099468069778678","2.137908059260459","2.176348048742241","2.214788038224022","2.2532280277058034","2.2916680171875847","2.330108006669366","2.3685479961511477","2.406987985632929","2.4454279751147103"
"Burma",13,17,18,"11.282151058704457","11.282151058704457","11.602663453441298","11.92317584817814","12.243688242914983","12.564200637651824","12.884713032388667","13.205225427125509","13.525737821862352","13.846250216599193","14.166762611336035","14.487275006072878","14.807787400809719","15.12829979554656","15.448812190283405","15.769324585020247","16.089836979757088","16.41034937449393","16.73086176923077","17.051374163967616","17.371886558704457","17.692398953441298","18.01291134817814","18.333423742914984","18.653936137651826","18.974448532388667","19.29496092712551","19.61547332186235","19.935985716599195","20.256498111336036","20.577010506072877"
"Burundi","0.3","0.4","0.3","0.2916354041619434","0.2916354041619434","0.297983305165992","0.30433120617004056","0.31067910717408914","0.3170270081781377","0.3233749091821863","0.3297228101862349","0.3360707111902835","0.34241861219433206","0.34876651319838065","0.35511441420242923","0.3614623152064778","0.3678102162105264","0.374158117214575","0.38050601821862357","0.38685391922267215","0.39320182022672073","0.3995497212307693","0.4058976222348179","0.4122455232388665","0.41859342424291507","0.42494132524696365","0.43128922625101224","0.4376371272550608","0.4439850282591094","0.450332929263158","0.4566808302672066","0.46302873127125516","0.46937663227530374","0.4757245332793523"
"Cabo Verde","0.4","0.4","0.5","0.40440114979757097","0.40440114979757097","0.41604234008097174","0.42768353036437257","0.4393247206477734","0.4509659109311742","0.46260710121457504","0.47424829149797587","0.4858894817813766","0.4975306720647774","0.5091718623481782","0.5208130526315791","0.5324542429149799","0.5440954331983807","0.5557366234817815","0.5673778137651823","0.5790190040485831","0.5906601943319839","0.6023013846153847","0.6139425748987856","0.6255837651821864","0.6372249554655872","0.6488661457489879","0.6605073360323888","0.6721485263157896","0.6837897165991904","0.6954309068825912","0.7070720971659921","0.7187132874493929","0.7303544777327936","0.7419956680161944"
"Cambodia",6,"6.9","8.4","4.375549071524967","4.375549071524967","4.518608966261809","4.661668860998651","4.804728755735493","4.947788650472336","5.090848545209178","5.23390843994602","5.376968334682862","5.520028229419704","5.663088124156546","5.806148018893388","5.94920791363023","6.092267808367072","6.2353277031039145","6.3783875978407565","6.5214474925775985","6.664507387314441","6.807567282051283","6.950627176788125","7.093687071524967","7.236746966261809","7.379806860998651","7.522866755735493","7.665926650472335","7.808986545209177","7.952046439946019","8.09510633468286","8.238166229419704","8.381226124156544","8.524286018893388"
"Cameroon","5.7","6.4","6.7","5.904911729419704","5.904911729419704","6.0274280877193","6.149944446018895","6.272460804318491","6.394977162618085","6.5174935209176805","6.640009879217276","6.762526237516871","6.885042595816466","7.007558954116061","7.130075312415657","7.252591670715251","7.3751080290148465","7.497624387314442","7.620140745614037","7.742657103913632","7.865173462213227","7.987689820512823","8.110206178812417","8.232722537112013","8.355238895411608","8.477755253711203","8.600271612010799","8.722787970310392","8.845304328609988","8.967820686909583","9.090337045209179","9.212853403508774","9.33536976180837","9.457886120107965"
"Canada",551,553,559,"614.4364804816856","614.4364804816856","620.9825220649498","627.528563648214","634.0746052314781","640.6206468147423","647.1666883980065","653.7127299812706","660.2587715645348","666.804813147799","673.3508547310631","679.8968963143273","686.4429378975915","692.9889794808555","699.5350210641197","706.0810626473839","712.627104230648","719.1731458139122","725.7191873971764","732.2652289804405","738.8112705637047","745.3573121469689","751.903353730233","758.4493953134972","764.9954368967612","771.5414784800255","778.0875200632897","784.6335616465537","791.179603229818","797.7256448130821","804.2716863963462"
"Cayman Islands","0.6","0.6","0.6","0.6801384027935224","0.6801384027935224","0.6964659007287451","0.7127933986639678","0.7291208965991905","0.7454483945344131","0.7617758924696358","0.7781033904048585","0.7944308883400812","0.8107583862753039","0.8270858842105265","0.8434133821457492","0.8597408800809719","0.8760683780161946","0.8923958759514172","0.9087233738866399","0.9250508718218626","0.9413783697570853","0.957705867692308","0.9740333656275306","0.9903608635627533","1.006688361497976","1.0230158594331988","1.0393433573684214","1.0556708553036442","1.0719983532388668","1.0883258511740894","1.1046533491093122","1.1209808470445348","1.1373083449797576","1.1536358429149802"
"Central African Republic","0.2","0.1","0.1","0.16728533137651824","0.16728533137651824","0.17002354129554656","0.1727617512145749","0.17549996113360325","0.1782381710526316","0.18097638097165994","0.18371459089068828","0.1864528008097166","0.18919101072874495","0.1919292206477733","0.19466743056680164","0.19740564048582998","0.20014385040485833","0.20288206032388667","0.205620270242915","0.20835848016194333","0.21109669008097168","0.21383490000000002","0.21657310991902837","0.2193113198380567","0.22204952975708506","0.22478773967611337","0.22752594959514172","0.23026415951417006","0.2330023694331984","0.23574057935222675","0.2384787892712551","0.24121699919028344","0.24395520910931176","0.2466934190283401"
"Chad","0.2","0.2","0.2","0.20275534939271259","0.20275534939271259","0.207295820242915","0.21183629109311744","0.21637676194331987","0.2209172327935223","0.22545770364372472","0.22999817449392715","0.23453864534412958","0.239079116194332","0.24361958704453446","0.24816005789473689","0.2527005287449393","0.25724099959514174","0.26178147044534417","0.2663219412955466","0.270862412145749","0.2754028829959515","0.2799433538461539","0.28448382469635636","0.28902429554655873","0.2935647663967612","0.2981052372469636","0.30264570809716607","0.30718617894736844","0.3117266497975709","0.3162671206477733","0.3208075914979758","0.32534806234817815","0.32988853319838063","0.334429004048583"
"Chile",73,72,76,"75.60473749986505","75.60473749986505","77.45396230877193","79.30318711767882","81.1524119265857","83.00163673549258","84.85086154439946","86.70008635330635","88.54931116221323","90.39853597112011","92.247760780027","94.09698558893388","95.94621039784076","97.79543520674764","99.64466001565452","101.4938848245614","103.34310963346829","105.19233444237517","107.04155925128205","108.89078406018893","110.74000886909582","112.5892336780027","114.43845848690958","116.28768329581646","118.13690810472335","119.98613291363023","121.83535772253711","123.684582531444","125.53380734035088","127.38303214925776","129.23225695816464"
"China",5565,5951,6453,"5244.606301792781","5244.606301792781","5398.082075850068","5551.557849907355","5705.033623964643","5858.509398021931","6011.985172079218","6165.460946136505","6318.936720193793","6472.41249425108","6625.8882683083675","6779.364042365655","6932.839816422943","7086.31559048023","7239.791364537517","7393.267138594804","7546.742912652092","7700.21868670938","7853.694460766667","8007.170234823955","8160.646008881243","8314.121782938531","8467.597556995817","8621.073331053105","8774.549105110393","8928.02487916768","9081.500653224968","9234.976427282256","9388.452201339544","9541.92797539683","9695.403749454117"
"Colombia",68,72,70,"64.42539990013496","64.42539990013496","65.67325387584347","66.92110785155197","68.16896182726047","69.41681580296897","70.66466977867748","71.91252375438597","73.16037773009448","74.40823170580298","75.65608568151148","76.90393965721998","78.15179363292849","79.399647608637","80.64750158434549","81.895355560054","83.1432095357625","84.391063511471","85.6389174871795","86.886771462888","88.1346254385965","89.38247941430501","90.6303333900135","91.87818736572201","93.12604134143051","94.37389531713902","95.62174929284753","96.86960326855602","98.11745724426453","99.36531121997302","100.61316519568153"
"Comoros",0,0,0,"0.06304655748987859","0.06304655748987859","0.0646659246963563","0.06628529190283404","0.06790465910931177","0.06952402631578951","0.07114339352226724","0.07276276072874498","0.07438212793522271","0.07600149514170045","0.07762086234817818","0.07924022955465591","0.08085959676113365","0.08247896396761138","0.08409833117408912","0.08571769838056685","0.08733706558704459","0.0889564327935223","0.09057580000000004","0.09219516720647777","0.09381453441295551","0.09543390161943324","0.09705326882591098","0.09867263603238871","0.10029200323886645","0.10191137044534418","0.10353073765182191","0.10515010485829965","0.10676947206477738","0.10838883927125512","0.11000820647773285"
"Congo-Brazzaville","1.5",2,2,"1.1635388630229422","1.1635388630229422","1.19250871120108","1.2214785593792175","1.2504484075573552","1.2794182557354927","1.3083881039136305","1.3373579520917682","1.3663278002699057","1.3952976484480435","1.424267496626181","1.4532373448043188","1.4822071929824563","1.511177041160594","1.5401468893387318","1.5691167375168693","1.598086585695007","1.6270564338731446","1.6560262820512823","1.68499613022942","1.7139659784075576","1.7429358265856953","1.7719056747638329","1.8008755229419706","1.8298453711201081","1.858815219298246","1.8877850674763836","1.9167549156545212","1.945724763832659","1.9746946120107964","2.003664460188934"
"Congo-Kinshasa","7.4","8.6","8.6","7.711109152496626","7.711109152496626","7.82627754925776","7.941445946018894","8.056614342780026","8.171782739541161","8.286951136302296","8.402119533063427","8.517287929824562","8.632456326585697","8.747624723346828","8.862793120107963","8.977961516869097","9.09312991363023","9.208298310391363","9.323466707152498","9.438635103913631","9.553803500674764","9.668971897435899","9.784140294197032","9.899308690958165","10.0144770877193","10.129645484480433","10.244813881241566","10.3599822780027","10.475150674763833","10.590319071524966","10.705487468286101","10.820655865047234","10.935824261808367","11.050992658569502"
"Cook Islands",0,0,0,"0.03526316147975709","0.03526316147975709","0.035967620854251016","0.03667208022874494","0.03737653960323887","0.038080998977732795","0.03878545835222672","0.03948991772672065","0.040194377101214575","0.0408988364757085","0.041603295850202435","0.04230775522469636","0.04301221459919029","0.043716673973684214","0.04442113334817814","0.04512559272267207","0.045830052097165994","0.04653451147165992","0.04723897084615385","0.04794343022064777","0.048647889595141706","0.04935234896963563","0.05005680834412956","0.050761267718623486","0.05146572709311741","0.05217018646761134","0.052874645842105265","0.05357910521659919","0.05428356459109312","0.054988023965587045","0.05569248334008097"
"Costa Rica","9.8","9.9",10,"10.647260110458841","10.647260110458841","10.879633924021595","11.112007737584348","11.344381551147102","11.576755364709854","11.809129178272608","12.04150299183536","12.273876805398114","12.506250618960866","12.73862443252362","12.970998246086372","13.203372059649126","13.435745873211879","13.668119686774633","13.900493500337385","14.132867313900139","14.365241127462891","14.597614941025645","14.829988754588397","15.062362568151151","15.294736381713903","15.527110195276657","15.75948400883941","15.991857822402164","16.224231635964916","16.456605449527668","16.688979263090424","16.921353076653176","17.15372689021593","17.38610070377868"
"Côte d’Ivoire","5.7","6.8","6.7","20.893998724966266","20.893998724966266","21.43645327719299","21.978907829419708","22.52136238164643","23.06381693387315","23.60627148609987","24.14872603832659","24.691180590553312","25.233635142780034","25.776089695006753","26.318544247233476","26.860998799460194","27.403453351686917","27.945907903913636","28.488362456140358","29.030817008367077","29.5732715605938","30.115726112820518","30.65818066504724","31.20063521727396","31.74308976950068","32.2855443217274","32.827998873954115","33.37045342618084","33.91290797840756","34.45536253063428","34.997817082861005","35.54027163508772","36.08272618731444","36.625180739541165"
"Croatia",16,17,17,"15.467779696626184","15.467779696626184","15.617612734682865","15.767445772739544","15.917278810796224","16.067111848852903","16.216944886909584","16.366777924966264","16.516610963022945","16.666444001079626","16.816277039136306","16.966110077192987","17.115943115249664","17.265776153306348","17.415609191363025","17.565442229419705","17.715275267476386","17.865108305533067","18.014941343589747","18.164774381646424","18.31460741970311","18.464440457759785","18.61427349581647","18.764106533873147","18.913939571929827","19.063772609986508","19.21360564804319","19.36343868609987","19.513271724156546","19.66310476221323","19.812937800269907"
