"World",21877,22486,23398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"country",2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049
"Cuba",16,16,16,"5.222884653238869","5.222884653238869","5.334891427935225","5.446898202631581","5.558904977327938","5.670911752024294","5.78291852672065","5.894925301417007","6.006932076113363","6.118938850809719","6.230945625506076","6.342952400202432","6.4549591748987885","6.5669659495951445","6.6789727242915005","6.790979498987857","6.902986273684213","7.014993048380569","7.126999823076926","7.239006597773282","7.351013372469638","7.463020147165995","7.575026921862351","7.687033696558707","7.799040471255064","7.91104724595142","8.023054020647775","8.135060795344133","8.247067570040489","8.359074344736845","8.471081119433201"
"Cyprus","4.4","4.5","4.6","83.25502846012147","83.25502846012147","85.3832359728745","87.51144348562754","89.63965099838057","91.76785851113361","93.89606602388665","96.02427353663968","98.15248104939272","100.28068856214577","102.4088960748988","104.53710358765184","106.66531110040488","108.79351861315791","110.92172612591095","113.04993363866399","115.17814115141702","117.30634866417006","119.4345561769231","121.56276368967613","123.69097120242917","125.8191787151822","127.94738622793523","130.07559374068828","132.2038012534413","134.33200876619435","136.4602162789474","138.58842379170042","140.71663130445347","142.8448388172065","144.97304632995954"
"Czech Republic",62,64,64,"5.552736629554658","5.552736629554658","5.674240425101216","5.795744220647775","5.917248016194334","6.038751811740892","6.160255607287451","6.28175940283401","6.403263198380568","6.524766993927127","6.646270789473686","6.767774585020244","6.889278380566803","7.010782176113362","7.13228597165992","7.253789767206479","7.375293562753038","7.496797358299596","7.618301153846155","7.739804949392714","7.861308744939273","7.982812540485831","8.10431633603239","8.22582013157895","8.347323927125506","8.468827722672065","8.590331518218624","8.711835313765183","8.833339109311742","8.9548429048583","9.076346700404859"
"Denmark",33,33,33,"36.67122948306343","36.67122948306343","36.96097094318489","37.250712403306345","37.5404538634278","37.83019532354926","38.11993678367072","38.40967824379217","38.699419703913634","38.98916116403509","39.278902624156544","39.568644084278006","39.85838554439946","40.148127004520916","40.43786846464238","40.72760992476383","41.017351384885295","41.30709284500675","41.59683430512821","41.88657576524967","42.17631722537112","42.466058685492584","42.75580014561404","43.045541605735494","43.335283065856956","43.62502452597841","43.914765986099866","44.20450744622133","44.49424890634278","44.78399036646424","45.0737318265857"
"Dominica","0.1",0,0,"0.10397439860728747","0.10397439860728747","0.1063523265263158","0.10873025444534415","0.11110818236437248","0.11348611028340083","0.11586403820242916","0.11824196612145751","0.12061989404048584","0.1229978219595142","0.12537574987854253","0.12775367779757085","0.1301316057165992","0.13250953363562754","0.1348874615546559","0.13726538947368422","0.13964331739271257","0.1420212453117409","0.14439917323076926","0.14677710114979758","0.14915502906882594","0.15153295698785427","0.15391088490688262","0.15628881282591095","0.1586667407449393","0.16104466866396763","0.16342259658299596","0.16580052450202432","0.16817845242105264","0.170556380340081","0.17293430825910933"
"Dominican Republic",15,16,16,"15.778745442645077","15.778745442645077","16.174731074224027","16.570716705802973","16.96670233738192","17.36268796896087","17.758673600539815","18.154659232118764","18.55064486369771","18.946630495276658","19.342616126855606","19.73860175843455","20.1345873900135","20.530573021592446","20.926558653171394","21.322544284750343","21.718529916329288","22.114515547908237","22.510501179487186","22.90648681106613","23.30247244264508","23.69845807422403","24.094443705802973","24.490429337381922","24.886414968960867","25.282400600539816","25.678386232118765","26.07437186369771","26.47035749527666","26.866343126855604","27.262328758434553"
"Ecuador",23,24,25,"22.049864036437253","22.049864036437253","22.61675470850203","23.183645380566805","23.750536052631585","24.31742672469636","24.884317396761137","25.451208068825917","26.018098740890693","26.58498941295547","27.15188008502025","27.718770757085025","28.285661429149805","28.85255210121458","29.419442773279357","29.986333445344137","30.553224117408913","31.12011478947369","31.687005461538465","32.25389613360324","32.82078680566802","33.387677477732794","33.95456814979757","34.52145882186235","35.088349493927126","35.655240165991906","36.222130838056685","36.78902151012146","37.35591218218624","37.92280285425102","38.48969352631579"
"Egypt",131,143,151,"147.59331761012152","147.59331761012152","151.2336008882592","154.87388416639683","158.51416744453448","162.15445072267212","165.7947340008098","169.43501727894744","173.0753005570851","176.71558383522276","180.3558671133604","183.99615039149805","187.6364336696357","191.27671694777337","194.917000225911","198.55728350404866","202.1975667821863","205.83785006032397","209.47813333846162","213.11841661659926","216.75869989473694","220.39898317287458","224.03926645101222","227.67954972914987","231.31983300728754","234.9601162854252","238.60039956356283","242.2406828417005","245.88096611983815","249.5212493979758","253.16153267611344"
"El Salvador","5.8","5.7","5.7","6.45532799534413","6.45532799534413","6.597224229554656","6.7391204637651825","6.881016697975709","7.022912932186236","7.164809166396761","7.306705400607288","7.448601634817814","7.59049786902834","7.732394103238867","7.874290337449393","8.016186571659919","8.158082805870444","8.299979040080972","8.441875274291498","8.583771508502025","8.72566774271255","8.867563976923076","9.009460211133604","9.15135644534413","9.293252679554657","9.435148913765182","9.577045147975708","9.718941382186236","9.860837616396761","10.002733850607287","10.144630084817814","10.28652631902834","10.428422553238866","10.570318787449393"
"Equatorial Guinea","1.2","1.2","1.3","1.0187177132253713","1.0187177132253713","1.0522363711201081","1.085755029014845","1.1192736869095818","1.1527923448043187","1.1863110026990555","1.2198296605937924","1.2533483184885292","1.2868669763832659","1.3203856342780027","1.3539042921727396","1.3874229500674764","1.4209416079622132","1.45446026585695","1.487978923751687","1.5214975816464238","1.5550162395411606","1.5885348974358975","1.6220535553306343","1.6555722132253712","1.689090871120108","1.7226095290148449","1.7561281869095817","1.7896468448043186","1.8231655026990554","1.8566841605937923","1.8902028184885291","1.923721476383266","1.9572401342780028","1.9907587921727397"
"Eritrea","0.3","0.3","0.4","0.3624227553306344","0.3624227553306344","0.3727506496626182","0.383078543994602","0.39340643832658584","0.4037343326585696","0.41406222699055345","0.42439012132253723","0.43471801565452106","0.4450459099865049","0.4553738043184887","0.46570169865047245","0.47602959298245634","0.4863574873144401","0.4966853816464239","0.5070132759784076","0.5173411703103916","0.5276690646423754","0.5379969589743592","0.548324853306343","0.5586527476383267","0.5689806419703105","0.5793085363022943","0.5896364306342781","0.5999643249662621","0.6102922192982458","0.6206201136302296","0.6309480079622134","0.6412759022941972","0.651603796626181","0.6619316909581647"
"Estonia","8.8","8.7","9.1","10.687552021592444","10.687552021592444","10.962886904183538","11.23822178677463","11.513556669365723","11.788891551956816","12.06422643454791","12.339561317139003","12.614896199730095","12.89023108232119","13.165565964912282","13.440900847503375","13.716235730094468","13.991570612685562","14.266905495276655","14.542240377867747","14.81757526045884","15.092910143049934","15.368245025641027","15.64357990823212","15.918914790823212","16.194249673414305","16.4695845560054","16.744919438596494","17.020254321187586","17.29558920377868","17.57092408636977","17.846258968960864","18.121593851551957","18.396928734143053","18.672263616734146"
"Eswatini","1.6","1.6","1.7","1.8895839635762488","1.8895839635762488","1.9298044829284755","1.9700250022807022","2.0102455216329287","2.0504660409851554","2.090686560337382","2.130907079689609","2.1711275990418355","2.211348118394062","2.2515686377462893","2.2917891570985156","2.3320096764507423","2.372230195802969","2.4124507151551957","2.452671234507423","2.4928917538596496","2.5331122732118763","2.573332792564103","2.6135533119163297","2.6537738312685564","2.693994350620783","2.7342148699730098","2.7744353893252365","2.814655908677463","2.85487642802969","2.8950969473819166","2.9353174667341433","2.97553798608637","3.0157585054385967","3.0559790247908234"
"Ethiopia","8.6","8.8",9,"6.762664808771931","6.762664808771931","6.95317960674764","7.143694404723349","7.334209202699058","7.524724000674765","7.715238798650474","7.905753596626183","8.096268394601893","8.286783192577602","8.477297990553309","8.667812788529018","8.858327586504727","9.048842384480436","9.239357182456143","9.429871980431852","9.62038677840756","9.81090157638327","10.001416374358978","10.191931172334685","10.382445970310394","10.572960768286103","10.763475566261812","10.95399036423752","11.144505162213228","11.335019960188937","11.525534758164646","11.716049556140355","11.906564354116062","12.097079152091771","12.28759395006748"
"Faroe Islands","0.3","0.3","0.3","0.2892934229251012","0.2892934229251012","0.29324352544534416","0.297193627965587","0.30114373048583","0.30509383300607285","0.3090439355263158","0.3129940380465587","0.31694414056680165","0.3208942430870445","0.3248443456072874","0.32879444812753034","0.33274455064777325","0.33669465316801617","0.3406447556882591","0.344594858208502","0.3485449607287449","0.3524950632489878","0.35644516576923074","0.36039526828947366","0.3643453708097166","0.3682954733299595","0.3722455758502024","0.3761956783704453","0.38014578089068823","0.38409588341093115","0.38804598593117406","0.391996088451417","0.3959461909716599","0.3998962934919028","0.4038463960121457"
"Fiji","0.9",1,1,"0.990893015540486","0.990893015540486","1.009564502983806","1.0282359904271259","1.0469074778704457","1.0655789653137655","1.0842504527570853","1.1029219402004051","1.121593427643725","1.140264915087045","1.1589364025303648","1.1776078899736846","1.1962793774170044","1.2149508648603242","1.233622352303644","1.252293839746964","1.2709653271902839","1.2896368146336037","1.3083083020769235","1.3269797895202433","1.3456512769635631","1.364322764406883","1.382994251850203","1.4016657392935228","1.4203372267368426","1.4390087141801624","1.4576802016234822","1.476351689066802","1.4950231765101218","1.5136946639534419","1.5323661513967617"
"Finland",83,83,85,"95.78354873819161","95.78354873819161","97.05080470985153","98.31806068151145","99.58531665317136","100.85257262483128","102.1198285964912","103.38708456815112","104.65434053981105","105.92159651147097","107.18885248313089","108.45610845479081","109.72336442645071","110.99062039811064","112.25787636977056","113.52513234143048","114.7923883130904","116.0596442847503","117.32690025641023","118.59415622807015","119.86141219973007","121.12866817138999","122.39592414304991","123.66318011470982","124.93043608636974","126.19769205802966","127.46494802968958","128.7322040013495","129.9994599730094","131.26671594466933","132.53397191632925"
"France",458,455,450,"515.7107974024966","515.7107974024966","522.0865371261809","528.462276849865","534.8380165735493","541.2137562972334","547.5894960209177","553.9652357446018","560.3409754682862","566.7167151919703","573.0924549156546","579.4681946393388","585.843934363023","592.2196740867072","598.5954138103914","604.9711535340756","611.3468932577598","617.722632981444","624.0983727051282","630.4741124288124","636.8498521524966","643.2255918761809","649.601331599865","655.9770713235494","662.3528110472334","668.7285507709178","675.1042904946019","681.4800302182862","687.8557699419703","694.2315096656546","700.6072493893387"
"French Guiana","0.8",1,1,"1.0492332737044534","1.0492332737044534","1.0743074272874493","1.0993815808704455","1.1244557344534414","1.1495298880364373","1.1746040416194332","1.1996781952024291","1.224752348785425","1.2498265023684212","1.274900655951417","1.299974809534413","1.325048963117409","1.3501231167004049","1.3751972702834008","1.4002714238663967","1.4253455774493928","1.4504197310323887","1.4754938846153847","1.5005680381983806","1.5256421917813765","1.5507163453643724","1.5757904989473686","1.6008646525303645","1.6259388061133604","1.6510129596963563","1.6760871132793522","1.7011612668623481","1.726235420445344","1.7513095740283402","1.7763837276113361"
"French Polynesia","0.5","0.5","0.5","0.6710221753906884","0.6710221753906884","0.6839005049514172","0.6967788345121458","0.7096571640728746","0.7225354936336034","0.7354138231943321","0.7482921527550609","0.7611704823157897","0.7740488118765183","0.7869271414372471","0.7998054709979758","0.8126838005587046","0.8255621301194334","0.8384404596801621","0.8513187892408909","0.8641971188016195","0.8770754483623483","0.8899537779230771","0.9028321074838058","0.9157104370445346","0.9285887666052633","0.941467096165992","0.9543454257267208","0.9672237552874495","0.9801020848481783","0.992980414408907","1.0058587439696358","1.0187370735303647","1.0316154030910933","1.044493732651822"
"Gabon","2.1","2.2","2.2","1.961209266531714","1.961209266531714","1.9985024062078274","2.0357955458839405","2.073088685560054","2.1103818252361672","2.1476749649122806","2.184968104588394","2.2222612442645073","2.2595543839406207","2.296847523616734","2.3341406632928474","2.371433802968961","2.408726942645074","2.4460200823211875","2.483313221997301","2.5206063616734142","2.5578995013495276","2.595192641025641","2.6324857807017543","2.6697789203778677","2.707072060053981","2.7443651997300944","2.7816583394062078","2.818951479082321","2.8562446187584345","2.893537758434548","2.930830898110661","2.9681240377867746","3.005417177462888","3.0427103171390013"
"Gambia, The","0.3","0.3","0.3","0.28115472591093127","0.28115472591093127","0.28835303886639685","0.29555135182186243","0.302749664777328","0.3099479777327936","0.31714629068825917","0.32434460364372475","0.3315429165991904","0.33874122955465596","0.34593954251012154","0.3531378554655871","0.3603361684210527","0.3675344813765183","0.37473279433198387","0.3819311072874495","0.3891294202429151","0.39632773319838066","0.40352604615384624","0.4107243591093118","0.4179226720647774","0.425120985020243","0.4323192979757086","0.4395176109311742","0.4467159238866398","0.45391423684210536","0.46111254979757094","0.4683108627530365","0.4755091757085021","0.48270748866396773","0.4899058016194333"
"Georgia",10,11,12,"11.771074310391366","11.771074310391366","12.074414747638329","12.377755184885293","12.681095622132258","12.98443605937922","13.287776496626185","13.591116933873147","13.894457371120112","14.197797808367074","14.501138245614039","14.804478682861003","15.107819120107965","15.41115955735493","15.714499994601894","16.017840431848857","16.32118086909582","16.624521306342785","16.927861743589748","17.23120218083671","17.534542618083677","17.83788305533064","18.141223492577602","18.444563929824564","18.74790436707153","19.051244804318493","19.354585241565456","19.657925678812422","19.961266116059385","20.264606553306347","20.56794699055331"
"Germany",538,539,533,"738.4481567044536","738.4481567044536","755.7308809797572","773.0136052550608","790.2963295303645","807.5790538056682","824.8617780809718","842.1445023562754","859.4272266315791","876.7099509068827","893.9926751821864","911.27539945749","928.5581237327937","945.8408480080973","963.123572283401","980.4062965587046","997.6890208340083","1014.9717451093119","1032.2544693846155","1049.5371936599192","1066.819917935223","1084.1026422105267","1101.3853664858302","1118.668090761134","1135.9508150364375","1153.2335393117412","1170.516263587045","1187.7989878623484","1205.0817121376522","1222.3644364129557","1239.6471606882594"
"Ghana","8.3",9,"8.8","8.662684321929826","8.662684321929826","8.798752616869097","8.934820911808368","9.070889206747639","9.20695750168691","9.343025796626181","9.479094091565454","9.615162386504725","9.751230681443996","9.887298976383267","10.023367271322538","10.15943556626181","10.29550386120108","10.431572156140351","10.567640451079622","10.703708746018894","10.839777040958165","10.975845335897437","11.111913630836709","11.24798192577598","11.38405022071525","11.520118515654522","11.656186810593793","11.792255105533064","11.928323400472335","12.064391695411606","12.200459990350877","12.336528285290148","12.47259658022942","12.60866487516869"
"Gibraltar","0.2","0.2","0.2","0.19477055431848855","0.19477055431848855","0.19885206545209183","0.20293357658569505","0.20701508771929827","0.21109659885290155","0.21517810998650477","0.219259621120108","0.22334113225371122","0.2274226433873145","0.23150415452091772","0.23558566565452094","0.23966717678812421","0.24374868792172744","0.24783019905533066","0.25191171018893393","0.25599322132253716","0.2600747324561404","0.26415624358974366","0.2682377547233469","0.2723192658569501","0.2764007769905534","0.2804822881241566","0.2845637992577598","0.2886453103913631","0.2927268215249663","0.29680833265856954","0.3008898437921728","0.30497135492577604","0.30905286605937926","0.31313437719298254"
"Greece",57,58,51,"65.55674051282054","65.55674051282054","66.68564358974362","67.8145466666667","68.94344974358977","70.07235282051285","71.20125589743591","72.330158974359","73.45906205128207","74.58796512820516","75.71686820512824","76.84577128205132","77.9746743589744","79.10357743589746","80.23248051282054","81.36138358974361","82.49028666666669","83.61918974358977","84.74809282051285","85.87699589743593","87.00589897435901","88.1348020512821","89.26370512820517","90.39260820512823","91.5215112820513","92.65041435897439","93.77931743589747","94.90822051282055","96.03712358974363","97.16602666666671","98.29492974358979"
"Greenland","0.5","0.5","0.5","0.46727551551956814","0.46727551551956814","0.4760243373819164","0.48477315924426456","0.4935219811066127","0.5022708029689609","0.511019624831309","0.5197684466936573","0.5285172685560054","0.5372660904183536","0.5460149122807018","0.5547637341430499","0.5635125560053982","0.5722613778677463","0.5810101997300945","0.5897590215924426","0.5985078434547908","0.6072566653171391","0.6160054871794872","0.6247543090418354","0.6335031309041835","0.6422519527665317","0.6510007746288798","0.6597495964912281","0.6684984183535763","0.6772472402159244","0.6859960620782726","0.6947448839406207","0.703493705802969","0.7122425276653171","0.7209913495276653"
"Grenada","0.2","0.2","0.2","0.2216675722672065","0.2216675722672065","0.22721284493927127","0.23275811761133605","0.23830339028340083","0.24384866295546562","0.2493939356275304","0.25493920829959515","0.26048448097165994","0.2660297536437247","0.27157502631578945","0.27712029898785423","0.282665571659919","0.2882108443319838","0.2937561170040486","0.29930138967611336","0.30484666234817814","0.3103919350202429","0.3159372076923077","0.3214824803643725","0.3270277530364372","0.332573025708502","0.3381182983805668","0.34366357105263157","0.34920884372469635","0.35475411639676113","0.3602993890688259","0.3658446617408907","0.3713899344129555","0.37693520708502026","0.38248047975708505"
"Guadeloupe","1.5","1.5","1.5","1.8628305570991908","1.8628305570991908","1.9011517905141706","1.9394730239291504","1.97779425734413","2.01611549075911","2.0544367241740895","2.092757957589069","2.131079191004049","2.169400424419029","2.2077216578340084","2.2460428912489885","2.284364124663968","2.3226853580789477","2.3610065914939273","2.3993278249089074","2.437649058323887","2.4759702917388666","2.5142915251538467","2.5526127585688263","2.590933991983806","2.629255225398786","2.6675764588137656","2.705897692228745","2.7442189256437253","2.782540159058705","2.8208613924736845","2.8591826258886646","2.897503859303644","2.935825092718624","2.974146326133604"
"Guam","1.6","1.7","1.6","1.8531351412881243","1.8531351412881243","1.8739565293103917","1.8947779173326587","1.915599305354926","1.9364206933771932","1.9572420813994604","1.9780634694217276","1.9988848574439948","2.0197062454662618","2.040527633488529","2.0613490215107966","2.082170409533064","2.102991797555331","2.123813185577598","2.1446345735998653","2.1654559616221327","2.1862773496443997","2.2070987376666666","2.227920125688934","2.2487415137112015","2.269562901733469","2.290384289755736","2.311205677778003","2.33202706580027","2.3528484538225376","2.3736698418448046","2.3944912298670715","2.415312617889339","2.4361340059116063","2.4569553939338737"
"Guatemala",10,10,11,"10.157247999730098","10.157247999730098","10.414207540620785","10.671167081511474","10.928126622402162","11.18508616329285","11.442045704183538","11.699005245074227","11.955964785964914","12.212924326855603","12.469883867746292","12.726843408636979","12.983802949527668","13.240762490418357","13.497722031309044","13.754681572199733","14.011641113090421","14.268600653981109","14.525560194871797","14.782519735762486","15.039479276653175","15.296438817543862","15.553398358434551","15.81035789932524","16.067317440215927","16.324276981106614","16.5812365219973","16.83819606288799","17.09515560377868","17.352115144669366","17.609074685560056"
"Guinea","2.1","2.3",2,"1.3914742288056683","1.3914742288056683","1.422283037246964","1.4530918456882593","1.483900654129555","1.5147094625708506","1.545518271012146","1.5763270794534416","1.607135887894737","1.6379446963360327","1.6687535047773283","1.6995623132186237","1.7303711216599194","1.7611799301012148","1.7919887385425104","1.822797546983806","1.8536063554251014","1.884415163866397","1.9152239723076927","1.9460327807489881","1.9768415891902837","2.007650397631579","2.038459206072875","2.0692680145141704","2.1000768229554656","2.1308856313967612","2.161694439838057","2.1925032482793525","2.2233120567206477","2.2541208651619433","2.284929673603239"
"Guyana","0.8","0.9","0.9","0.8202413456815116","0.8202413456815116","0.836303042240216","0.8523647387989205","0.868426435357625","0.8844881319163295","0.9005498284750338","0.9166115250337383","0.9326732215924428","0.9487349181511472","0.9647966147098517","0.9808583112685562","0.9969200078272606","1.012981704385965","1.0290434009446696","1.045105097503374","1.0611667940620784","1.077228490620783","1.0932901871794873","1.1093518837381917","1.1254135802968963","1.1414752768556007","1.157536973414305","1.1735986699730097","1.1896603665317143","1.2057220630904184","1.221783759649123","1.2378454562078276","1.2539071527665318","1.2699688493252363","1.286030545883941"
"Haiti","0.4","0.4","0.4","0.31592793279352216","0.31592793279352216","0.3152726914979756","0.31461745020242904","0.3139622089068825","0.3133069676113359","0.31265172631578936","0.3119964850202428","0.31134124372469624","0.3106860024291497","0.3100307611336031","0.30937551983805656","0.30872027854251","0.30806503724696344","0.3074097959514169","0.3067545546558703","0.30609931336032375","0.3054440720647772","0.30478883076923063","0.3041335894736841","0.3034783481781375","0.30282310688259095","0.3021678655870444","0.30151262429149783","0.3008573829959513","0.3002021417004047","0.29954690040485815","0.2988916591093116","0.29823641781376503","0.29758117651821847","0.2969259352226719"
"Honduras","5.8","6.3","6.7","6.42120028137652","6.42120028137652","6.5780142874493945","6.734828293522269","6.891642299595143","7.048456305668018","7.205270311740892","7.362084317813767","7.518898323886641","7.675712329959516","7.832526336032391","7.989340342105265","8.14615434817814","8.302968354251014","8.459782360323889","8.616596366396765","8.77341037246964","8.930224378542514","9.087038384615388","9.243852390688263","9.400666396761137","9.557480402834011","9.714294408906886","9.87110841497976","10.027922421052635","10.18473642712551","10.341550433198384","10.498364439271258","10.655178445344132","10.811992451417007","10.968806457489881"
"Hong Kong",45,44,45,"52.249115580229436","52.249115580229436","53.25328362739543","54.25745167456142","55.26161972172741","56.265787768893404","57.2699558160594","58.27412386322539","59.27829191039138","60.28245995755738","61.28662800472337","62.29079605188936","63.29496409905535","64.29913214622134","65.30330019338733","66.30746824055332","67.31163628771931","68.31580433488531","69.3199723820513","70.3241404292173","71.32830847638328","72.33247652354927","73.33664457071526","74.34081261788126","75.34498066504726","76.34914871221325","77.35331675937924","78.35748480654523","79.36165285371122","80.36582090087722","81.36998894804321"
"Hungary",39,41,41,"39.47174536882591","39.47174536882591","39.73620997246964","40.00067457611336","40.265139179757085","40.52960378340081","40.79406838704453","41.05853299068826","41.32299759433198","41.58746219797571","41.851926801619435","42.11639140526316","42.38085600890688","42.645320612550606","42.90978521619434","43.17424981983806","43.438714423481784","43.70317902712551","43.96764363076923","44.23210823441296","44.496572838056686","44.76103744170041","45.02550204534413","45.28996664898786","45.55443125263159","45.818895856275304","46.083360459919035","46.34782506356276","46.61228966720648","46.876754270850206","47.14121887449393"
"Iceland",18,18,19,"18.537313055465592","18.537313055465592","19.004849017813772","19.47238498016195","19.939920942510128","20.407456904858307","20.874992867206483","21.342528829554663","21.810064791902843","22.27760075425102","22.745136716599198","23.212672678947374","23.680208641295554","24.147744603643734","24.61528056599191","25.08281652834009","25.55035249068827","26.017888453036445","26.485424415384625","26.9529603777328","27.42049634008098","27.88803230242916","28.355568264777336","28.823104227125516","29.29064018947369","29.75817615182187","30.22571211417005","30.693248076518227","31.160784038866407","31.628320001214583","32.09585596356276"
"India",1168,1226,1277,"1069.1509161502026","1069.1509161502026","1097.3943821829962","1125.6378482157895","1153.881314248583","1182.1247802813766","1210.3682463141702","1238.6117123469637","1266.8551783797573","1295.0986444125508","1323.3421104453444","1351.585576478138","1379.8290425109312","1408.0725085437248","1436.3159745765183","1464.5594406093119","1492.8029066421054","1521.046372674899","1549.2898387076925","1577.533304740486","1605.7767707732796","1634.020236806073","1662.2637028388665","1690.50716887166","1718.7506349044536","1746.9941009372471","1775.2375669700407","1803.4810330028342","1831.7244990356278","1859.9679650684213","1888.2114311012147"
"Indonesia",213,221,249,"208.78257655492578","208.78257655492578","214.4338598682861","220.08514318164643","225.73642649500675","231.38770980836708","237.0389931217274","242.69027643508772","248.34155974844808","253.99284306180837","259.6441263751687","265.29540968852905","270.9466930018894","276.5979763152497","282.24925962861","287.90054294197034","293.5518262553307","299.203109568691","304.8543928820513","310.50567619541164","316.156959508772","321.8082428221323","327.4595261354926","333.11080944885293","338.7620927622133","344.4133760755736","350.0646593889339","355.7159427022942","361.3672260156546","367.0185093290149","372.66979264237517"
"Iran",236,252,255,"239.74002228083677","239.74002228083677","246.0014398302295","252.2628573796222","258.52427492901495","264.78569247840767","271.04711002780033","277.30852757719305","283.56994512658576","289.8313626759785","296.0927802253712","302.3541977747639","308.61561532415664","314.87703287354935","321.13845042294207","327.3998679723348","333.6612855217275","339.9227030711202","346.18412062051294","352.4455381699056","358.7069557192983","364.96837326869104","371.22979081808376","377.4912083674765","383.7526259168692","390.0140434662619","396.2754610156546","402.53687856504735","408.79829611444006","415.0597136638328","421.3211312132255"
"Iraq",38,41,44,"40.649718313765185","40.649718313765185","41.333768489878544","42.0178186659919","42.70186884210526","43.38591901821862","44.06996919433198","44.75401937044534","45.4380695465587","46.12211972267206","46.80616989878543","47.49022007489879","48.174270251012146","48.858320427125506","49.542370603238865","50.226420779352225","50.910470955465584","51.594521131578944","52.2785713076923","52.96262148380566","53.64667165991903","54.33072183603239","55.01477201214575","55.69882218825911","56.38287236437247","57.06692254048583","57.750972716599186","58.435022892712546","59.119073068825905","59.803123244939265","60.487173421052624"
"Ireland",26,26,27,"30.021407054588398","30.021407054588398","30.589763755600544","31.15812045661269","31.726477157624835","32.29483385863698","32.86319055964913","33.43154726066127","33.99990396167342","34.56826066268556","35.13661736369771","35.70497406470985","36.273330765722","36.84168746673414","37.41004416774629","37.978400868758435","38.546757569770584","39.115114270782726","39.683470971794875","40.25182767280702","40.82018437381916","41.38854107483131","41.95689777584346","42.5252544768556","43.09361117786774","43.66196787887989","44.23032457989204","44.798681280904184","45.367037981916326","45.935394682928475","46.503751383940624"
"Israel",55,55,56,"61.50551611923077","61.50551611923077","62.84994300769231","64.19436989615384","65.53879678461539","66.88322367307693","68.22765056153847","69.57207745000001","70.91650433846154","72.26093122692308","73.60535811538462","74.94978500384616","76.29421189230769","77.63863878076923","78.98306566923077","80.32749255769231","81.67191944615385","83.01634633461539","84.36077322307692","85.70520011153846","87.049627","88.39405388846154","89.73848077692308","91.08290766538461","92.42733455384615","93.77176144230769","95.11618833076923","96.46061521923077","97.8050421076923","99.14946899615384","100.49389588461538"
"Italy",294,300,302,"344.66632518049926","344.66632518049926","348.98845605600536","353.3105869315114","357.63271780701746","361.95484868252356","366.27697955802967","370.59911043353566","374.92124130904176","379.24337218454787","383.5655030600539","387.88763393555996","392.20976481106607","396.5318956865721","400.85402656207816","405.17615743758427","409.49828831309037","413.8204191885964","418.14255006410247","422.46468093960857","426.7868118151146","431.10894269062067","435.43107356612677","439.7532044416328","444.0753353171389","448.39746619264497","452.719597068151","457.0417279436571","461.36385881916317","465.6859896946693","470.0081205701753"
"Jamaica",3,3,3,"4.70936304588394","4.70936304588394","4.770365632928475","4.83136821997301","4.892370807017544","4.953373394062078","5.014375981106612","5.075378568151147","5.136381155195682","5.197383742240216","5.25838632928475","5.3193889163292845","5.3803915033738186","5.4413940904183535","5.5023966774628885","5.563399264507423","5.624401851551957","5.685404438596491","5.746407025641026","5.807409612685561","5.868412199730095","5.929414786774629","5.990417373819163","6.051419960863698","6.112422547908232","6.173425134952767","6.234427721997301","6.295430309041835","6.35643289608637","6.417435483130904","6.4784380701754385"
"Japan",947,949,940,"1124.8532560360998","1124.8532560360998","1137.6684953650472","1150.4837346939944","1163.2989740229418","1176.1142133518892","1188.9294526808367","1201.744692009784","1214.5599313387313","1227.3751706676787","1240.190409996626","1253.0056493255734","1265.8208886545208","1278.6361279834682","1291.4513673124156","1304.2666066413628","1317.0818459703103","1329.8970852992575","1342.712324628205","1355.5275639571523","1368.3428032860998","1381.1580426150472","1393.9732819439946","1406.7885212729418","1419.6037606018892","1432.4189999308364","1445.2342392597839","1458.0494785887313","1470.8647179176787","1483.6799572466261","1496.4951965755733"
"Jordan",17,18,17,"16.90641099392713","16.90641099392713","17.356495510121462","17.806580026315793","18.256664542510126","18.706749058704457","19.15683357489879","19.60691809109312","20.057002607287455","20.507087123481785","20.95717163967612","21.40725615587045","21.857340672064783","22.307425188259113","22.757509704453447","23.207594220647778","23.65767873684211","24.107763253036442","24.557847769230776","25.007932285425106","25.45801680161944","25.90810131781377","26.358185834008104","26.808270350202434","27.25835486639677","27.7084393825911","28.15852389878543","28.608608414979763","29.058692931174093","29.508777447368427","29.958861963562757"
"Kazakhstan",83,87,92,"99.39747757017545","99.39747757017545","101.96887136167344","104.54026515317142","107.11165894466939","109.68305273616737","112.25444652766534","114.82584031916332","117.39723411066129","119.96862790215927","122.54002169365725","125.11141548515522","127.68280927665319","130.25420306815118","132.82559685964915","135.39699065114712","137.9683844426451","140.53977823414309","143.11117202564105","145.68256581713902","148.25395960863702","150.825353400135","153.39674719163295","155.96814098313092","158.53953477462892","161.1109285661269","163.68232235762486","166.25371614912285","168.82510994062082","171.3965037321188","173.96789752361676"
