,"name","value","year","lastValue","rank"
682,"South Africa","315.9648432442646",2043,"312.6706355539812",21
683,"Indonesia","214.4338598682861",2021,"208.78257655492575",21
684,"Indonesia","242.69027643508767",2026,"237.0389931217274",21
685,"South Africa","332.4358816956816",2048,"329.1416740053982",21
686,"South Africa","319.259050934548",2044,"315.9648432442646",21
687,"South Africa","206.0",2016,"0.0",21
688,"Indonesia","208.78257655492575",2020,"208.78257655492575",21
689,"South Africa","329.1416740053982",2047,"325.8474663151148",21
690,"South Africa","322.5532586248314",2045,"319.259050934548",21
691,"Indonesia","231.38770980836708",2024,"225.73642649500675",21
692,"South Africa","289.6111817219973",2035,"286.316974031714",21
693,"Indonesia","282.24925962861",2033,"276.5979763152497",21
694,"South Africa","325.8474663151148",2046,"322.5532586248314",21
695,"Indonesia","225.73642649500675",2023,"220.08514318164643",21
696,"South Africa","286.316974031714",2034,"283.0227663414305",21
697,"Indonesia","220.08514318164643",2022,"214.4338598682861",21
698,"Indonesia","237.0389931217274",2025,"231.38770980836708",21
699,"Vietnam","217.0",2018,"178.0",21
700,"Indonesia","248.34155974844808",2027,"242.69027643508767",21
701,"South Africa","296.1995971025642",2037,"292.9053894122808",21
702,"Indonesia","208.78257655492575",2019,"249.0",21
703,"South Africa","309.3764278636978",2041,"306.0822201734144",21
704,"Indonesia","253.9928430618084",2028,"248.34155974844808",21
705,"South Africa","302.788012483131",2039,"299.4938047928476",21
706,"Indonesia","270.9466930018894",2031,"265.29540968852905",21
707,"Indonesia","276.5979763152497",2032,"270.9466930018894",21
708,"Indonesia","265.29540968852905",2030,"259.6441263751687",21
709,"South Africa","312.6706355539812",2042,"309.3764278636978",21
710,"South Africa","306.0822201734144",2040,"302.788012483131",21
711,"Indonesia","259.6441263751687",2029,"253.9928430618084",21
712,"South Africa","299.4938047928476",2038,"296.1995971025642",21
713,"South Africa","208.0",2017,"206.0",21
714,"Ukraine","193.55820242672067",2020,"193.55820242672067",22
715,"Thailand","257.71520229419707",2034,"252.8619051443995",22
716,"Thailand","262.56849944399465",2035,"257.71520229419707",22
717,"Ukraine","206.7604739052632",2023,"202.359716745749",22
718,"Thailand","238.3020136950068",2030,"233.44871654520924",22
719,"Ukraine","224.36350254331987",2027,"219.9627453838057",22
720,"Thailand","315.954768091768",2046,"311.1014709419704",22
721,"Thailand","320.8080652415655",2047,"315.954768091768",22
722,"Ukraine","202.359716745749",2022,"197.95895958623484",22
723,"Thailand","248.00860799460196",2032,"243.1553108448044",22
724,"Thailand","243.1553108448044",2031,"238.3020136950068",22
725,"Thailand","325.66136239136307",2048,"320.8080652415655",22
726,"Ukraine","197.95895958623484",2021,"193.55820242672067",22
727,"Thailand","277.12839089338735",2038,"272.2750937435898",22
728,"South Africa","207.0",2018,"208.0",22
