date,BTC,ETH,LTC,XMR,BCH,BSV,DASH,DOGE,ETC,VTC,ZEC
2016-01-01,"697129,166405806","0,48321717257062","1,4371353484015","5,83844159987098E-06",,,"0,09413335798051",1.3582515349640727,,"0,012687039095463",
2016-01-02,"748768,363917347","0,4807672336531","1,3780045558913","6,04892864845722E-06",,,"0,097035767110039",1.2966753154722548,,"0,010375180303776",
2016-01-03,"748768,363917347","0,49417513264219","1,5229800879121","5,88183727646605E-06",,,"0,095672178144296",1.3584765973886828,,"0,010043088023981",
2016-01-04,"934669,474958895","0,49166951641665","1,5284246290024","5,95308089640558E-06",,,"0,104877473735727",1.3675373678067513,,"0,009548492262305",
2016-01-05,"810735,400931196","0,49278826555659","1,49850440788","6,08203410597484E-06",,,"0,112269440025641",1.380342028909191,,"0,009057158607431",
2016-01-06,"728112,684912731","0,49624980985481","1,5334072099481","5,83157510650243E-06",,,"0,096370837527538",1.3295158398502331,,"0,008180772208679",
2016-01-07,"759096,203419655","0,473369433136","1,4438816263276","5,71798747365795E-06",,,"0,102139305550199",1.2722051799063532,,"0,009014577158789",
2016-01-08,"893358,116949662","0,49767087769905","1,528815839641","6,00350920337105E-06",,,"0,102368668981618",1.319556810909917,,"0,008131136475396",
2016-01-09,"779751,882424272","0,4977183126848","1,5128906746448","6,01032166916318E-06",,,"0,105226612178441",1.2749447889264787,,"0,008507203940838",
2016-01-10,"903685,95645197","0,49159480017294","1,5746864940232","6,2818324989656E-06",,,"0,103040612979923",1.3342561768786685,,"0,008928043844135",
2016-01-11,"877866,357696199","0,52179368930236","1,5408908397269","6,02086808034346E-06",,,"0,098139355710815",1.349528035500183,,"0,009106788044757",
2016-01-12,"877866,357696199","0,50737032193466","1,7286135816226","6,41799038827617E-06",,,"0,095627365640747",1.4169796720425398,,"0,008371349477424",
2016-01-13,"813710,194014571","0,49129587693339","1,483366612451","6,57753577518355E-06",,,"0,102457689040332",1.3361368364226918,,"0,009856147252813",
2016-01-14,"749438,083305595","0,51495491232934","1,5337379225","6,30348134763986E-06",,,"0,094511015264806",1.3827519389487268,,"0,009929907990915",
2016-01-15,"687454,482430696","0,52968852467654","1,5337379225","5,34607640236445E-06",,,"0,098203339173144",1.3351856041386119,,"0,008898551332864",
2016-01-16,"800151,938566876","0,53754825605787","1,608084284991","5,94924391157246E-06",,,"0,102978672381084",1.4790961292622977,,"0,008868780139718",
2016-01-17,"850865,793828157","0,52855352351463","1,5077836465817","6,2965103121196E-06",,,"0,101513967517926",1.3511076016015269,,"0,008987101663004",
2016-01-18,"974832,995577956","0,55514874356085","1,6597515558242","5,82763364306733E-06",,,"0,099970589428208",1.4931995265518367,,"0,00782962104404",
2016-01-19,"749438,083305595","0,54884103488432","1,5248124049442","5,79086034938832E-06",,,"0,098863551115034",1.3975816209551823,,"0,009342072091094",
2016-01-20,"856500,666634966","0,54909785017139","1,5267512208454","5,67842627420992E-06",,,"0,103260873679159",1.3338864730976665,,"0,009097854244296",
2016-01-21,"771977,574532831","0,55133002940132","1,4993712621428","6,14750547220422E-06",,,"0,107761916930833",1.3715663348117266,,"0,008857809132496",
2016-01-22,"991737,613998384","0,57348433942062","1,5697388665033","6,20041585644017E-06",,,"0,105365281506465",1.3867153290359675,,"0,008969209702414",
2016-01-23,"1008642,23241881","0,57385665870961","1,5020777084643","5,90593372637255E-06",,,"0,109316038108101",1.4495838327652397,,"0,00966092359423",
2016-01-24,"963563,249964338","0,60659223314184","1,5468925021681","6,86548844020286E-06",,,"0,105587175350969",1.403843894247215,,"0,009000337540865",
2016-01-25,"912849,394703057","0,5835953335671","1,5556186619474","6,87336402709689E-06",,,"0,094951665789025",1.3369516726068689,,"0,00816599258015",
2016-01-26,"928141,002810171","0,63269422919836","1,6455694009035","6,79864681883807E-06",,,"0,097537527829369",1.345068886452819,,"0,012490706074826",
2016-01-27,"924867,907889316","0,62410431980726","1,6427221276974","8,00897475109664E-06",,,"0,090780352319147",1.2203859879086254,,"0,019962614273862",
2016-01-28,"871165,900334451","0,61218911809793","1,5087214431967","7,65712849589753E-06",,,"0,102751504403804",1.459255182789578,,"0,01997281276676",
2016-01-29,"1008404,36408577","0,62743033871697","1,4310666630322","8,00722034221453E-06",,,"0,110783703604622",1.3359291196158547,,"0,013328009098827",
2016-01-30,"1115808,3791955","0,63155555201014","1,3755989629146","7,55834059861619E-06",,,"0,134092540106738",1.3884862571998944,,"0,015752312040279",
2016-01-31,"1080007,04082559","0,60321791852787","1,2066066876304","7,39101264864369E-06",,,"0,125764020623004",1.3299516318040996,,"0,012847704600834",
2016-02-01,"960669,246259225","0,63380335905067","1,5879225295258","6,7224225534224E-06",,,"0,123598385906406",1.486453747142401,,"0,015225789522562",
2016-02-02,"1074040,15109727","0,61217571375072","1,5609253922386","6,58172786332508E-06",,,"0,122772790297979",1.4236309103813292,,"0,014914046665567",
2016-02-03,"1068073,26136895","0,65332662463957","1,609094594258","6,09401374281082E-06",,,"0,120784769758353",1.4792165641391806,,"0,015316008087804",
2016-02-04,"1002437,47435745","0,65129168286126","1,4921533951965","6,27060097501128E-06",,,"0,122080637730809",1.453954579954199,,"0,016885355630942",
2016-02-05,"1121775,26892382","0,65282919266014","1,5615558786941","6,45034654138449E-06",,,"0,111624746587674",1.539820581709328,,"0,016939895703397",
2016-02-06,"1193377,94566364","0,62718534282411","1,6096037518846","6,21914508218989E-06",,,"0,101663601699283",1.540370844655528,,"0,018573678571984",
2016-02-07,"1234537,96602865","0,65070689867733","1,6117257679433","5,99490697122269E-06",,,"0,118495198097612",1.412710097349816,,"0,014345141374524",
2016-02-08,"1060281,98712231","0,6773771700369","1,5948502219955","6,20499036512453E-06",,,"0,119740143808356",1.4389665608407565,,"0,015748147913745",
2016-02-09,"1260875,87657788","0,65832377916186","1,5106247417879","6,15058312044437E-06",,,"0,112284433364895",1.4926595442486645,,"0,015397945205656",
2016-02-10,"1174907,06681121","0,66973494816975","1,3984588602491","6,52520234795129E-06",,,"0,115602393739864",1.4324835449635396,,"0,013757798887008",
2016-02-11,"1375500,95626678","0,69713943984092","1,570526009197","6,81715638246172E-06",,,"0,111240957065268",1.4878082368688195,,"0,013365196875463",
2016-02-12,"1225055,5391751","0,67294243854115","1,4930680937774","6,35042082929781E-06",,,"0,097064875527419",1.4278484361720114,,"0,011789355662855",
2016-02-13,"1117594,52696676","0,71327655776378","1,471700392972","6,3145603380735E-06",,,"0,10513252992819",1.415811888561505,,"0,010979461164733",
2016-02-14,"1189235,20177232","0,72195033695625","1,5209802476861","6,59631945227429E-06",,,"0,127363877560853",1.44131460685349,,"0,014468686199697",
2016-02-15,"1088938,25704454","0,74126171295578","1,5145027425175","6,88337256464286E-06",,,"0,126117342370904",1.4591138494930773,,"0,014171501310539",
2016-02-16,"988641,312316752","0,73863011963292","1,6080226374242","6,5620218771581E-06",,,"0,105671139379686",1.5184331332425007,,"0,013149443226836",
