id,name,value,year,lastValue,rank
1275,Uruguay,12.772097075506077,2026,12.53442825789474,92
1276,Uruguay,12.0,2018,11.0,92
1277,Uruguay,12.059090622672068,2023,11.821421805060732,92
1278,Kyrgyzstan,11.0,2016,0.0,92
1279,Uruguay,12.53442825789474,2025,12.296759440283404,92
1280,Uruguay,11.583752987449396,2021,11.34608416983806,92
1281,Uruguay,13.485103528340083,2029,13.247434710728747,92
1282,Uruguay,12.296759440283404,2024,12.059090622672068,92
1283,Georgia,11.0,2017,10.0,92
1284,Uruguay,11.821421805060732,2022,11.583752987449396,92
1285,Uruguay,11.34608416983806,2019,12.0,92
1286,Uruguay,11.34608416983806,2020,11.34608416983806,92
1287,Uruguay,13.247434710728747,2028,13.009765893117413,92
1288,Estonia,13.165565964912282,2029,12.89023108232119,93
1289,Bosnia and Herzegovina,12.0,2018,12.0,93
1290,Estonia,11.513556669365723,2023,11.23822178677463,93
1291,Estonia,12.89023108232119,2028,12.614896199730095,93
1292,Estonia,12.06422643454791,2025,11.788891551956816,93
1293,Estonia,12.614896199730095,2027,12.339561317139005,93
1294,Burma,11.282151058704455,2019,18.0,93
1295,Estonia,11.23822178677463,2022,10.962886904183538,93
1296,Burma,11.282151058704455,2020,11.282151058704455,93
1297,North Korea,11.347882709851554,2021,11.76625081511471,93
1298,Estonia,12.339561317139005,2026,12.06422643454791,93
1299,Estonia,11.788891551956816,2024,11.513556669365723,93
1300,Lithuania,10.0,2016,0.0,93
1301,Sudan,11.0,2017,10.0,93
1302,Zambia,10.840356883063428,2019,13.0,94
1303,Zambia,10.994988666261808,2021,10.840356883063428,94
1304,BTC,11.056967156887392,2018,1.920785922025413,94
1305,Costa Rica,11.576755364709854,2024,11.344381551147102,94
1306,Costa Rica,11.344381551147102,2023,11.112007737584348,94
1307,Paraguay,12.297208673054431,2027,12.02669766488979,94
1308,Zambia,10.840356883063428,2020,10.840356883063428,94
1309,Paraguay,12.567719681219074,2028,12.297208673054431,94
1310,Zambia,11.149620449460189,2022,10.994988666261808,94
1311,Costa Rica,11.809129178272608,2025,11.576755364709854,94
1312,Costa Rica,12.04150299183536,2026,11.809129178272608,94
1313,Georgia,10.0,2016,0.0,94
1314,Paraguay,12.838230689383716,2029,12.567719681219074,94
1315,Uruguay,11.0,2017,11.0,94
1316,Costa Rica,12.273876805398114,2027,12.04150299183536,95
1317,Paraguay,12.02669766488979,2026,11.756186656725149,95
1318,Paraguay,11.485675648560504,2024,11.215164640395864,95
1319,Sudan,10.0,2016,0.0,95
1320,Lithuania,11.0,2017,10.0,95
1321,Paraguay,11.756186656725149,2025,11.485675648560504,95
1322,Costa Rica,12.73862443252362,2029,12.506250618960866,95
1323,Estonia,10.687552021592444,2019,9.1,95
1324,Zambia,11.30425223265857,2023,11.149620449460189,95
1325,Costa Rica,12.506250618960866,2028,12.273876805398114,95
1326,Estonia,10.962886904183538,2021,10.687552021592444,95
1327,Costa Rica,11.112007737584348,2022,10.879633924021595,95
1328,Estonia,10.687552021592444,2020,10.687552021592444,95
1329,Guatemala,11.0,2018,10.0,95
1330,Paraguay,11.215164640395864,2023,10.94465363223122,96
1331,Costa Rica,10.64726011045884,2020,10.64726011045884,96
1332,Guatemala,12.212924326855603,2028,11.955964785964914,96
1333,Guatemala,11.955964785964914,2027,11.699005245074227,96
1334,Lithuania,11.0,2018,11.0,96
1335,Zambia,11.458884015856947,2024,11.30425223265857,96
1336,Zambia,11.61351579905533,2025,11.458884015856947,96
1337,Zambia,11.768147582253713,2026,11.61351579905533,96
1338,Guatemala,12.469883867746292,2029,12.212924326855603,96
1339,Costa Rica,10.64726011045884,2019,10.0,96
1340,Costa Rica,10.879633924021595,2021,10.64726011045884,96
1341,Guatemala,10.0,2017,10.0,96
1342,Paraguay,10.94465363223122,2022,10.674142624066578,96
1343,Guatemala,10.0,2016,0.0,96
1344,Costa Rica,9.9,2017,9.8,97
1345,Zambia,11.92277936545209,2027,11.768147582253713,97
1346,Zambia,12.077411148650471,2028,11.92277936545209,97
1347,Paraguay,10.674142624066578,2021,10.403631615901936,97
1348,Guatemala,11.699005245074227,2026,11.442045704183538,97
1349,Guatemala,11.18508616329285,2024,10.928126622402162,97
1350,Costa Rica,9.8,2016,0.0,97
1351,Paraguay,10.403631615901936,2019,13.0,97
1352,Sudan,11.0,2018,11.0,97
1353,Zambia,12.232042931848852,2029,12.077411148650471,97
1354,Guatemala,11.442045704183538,2025,11.18508616329285,97
1355,North Korea,10.929514604588396,2022,11.347882709851554,97
1356,Guatemala,10.928126622402162,2023,10.671167081511474,97
1357,Paraguay,10.403631615901936,2020,10.403631615901936,97
1358,Guatemala,10.157247999730098,2019,11.0,98
1359,Trinidad and Tobago,10.302634089068826,2024,10.094893587044536,98
1360,Angola,9.5,2017,9.0,98
1361,Trinidad and Tobago,11.341336599190283,2029,11.133596097165992,98
1362,Costa Rica,10.0,2018,9.9,98
1363,North Korea,10.511146499325235,2023,10.929514604588396,98
1364,Guatemala,10.157247999730098,2020,10.157247999730098,98
1365,Trinidad and Tobago,10.71811509311741,2026,10.510374591093118,98
1366,Trinidad and Tobago,10.9258555951417,2027,10.71811509311741,98
1367,Guatemala,10.671167081511474,2022,10.414207540620785,98
1368,Trinidad and Tobago,11.133596097165992,2028,10.9258555951417,98
1369,Trinidad and Tobago,10.510374591093118,2025,10.302634089068826,98
1370,Trinidad and Tobago,9.2,2016,0.0,98
1371,Guatemala,10.414207540620785,2021,10.157247999730098,98
1372,Angola,10.0,2018,9.5,99
1373,North Macedonia,10.299894542105267,2025,10.06923986740891,99
1374,North Korea,10.09277839406208,2024,10.511146499325235,99
1375,Trinidad and Tobago,9.1,2017,9.2,99
1376,North Macedonia,11.222513240890692,2029,10.991858566194336,99
1377,North Macedonia,10.530549216801624,2026,10.299894542105267,99
1378,Trinidad and Tobago,9.887153085020245,2022,9.679412582995951,99
1379,Angola,9.0,2016,0.0,99
1380,Trinidad and Tobago,9.47167208097166,2019,8.2,99
1381,Trinidad and Tobago,10.094893587044536,2023,9.887153085020245,99
1382,North Macedonia,10.991858566194336,2028,10.76120389149798,99
1383,Trinidad and Tobago,9.679412582995951,2021,9.47167208097166,99
1384,Trinidad and Tobago,9.47167208097166,2020,9.47167208097166,99
1385,North Macedonia,10.76120389149798,2027,10.530549216801624,99
1386,North Macedonia,10.06923986740891,2024,9.838585192712554,100
1387,North Macedonia,9.607930518016198,2022,9.377275843319842,100
1388,Latvia,10.414072870175442,2027,10.189391436167345,100
1389,Ghana,9.0,2017,8.3,100
1390,Latvia,10.863435738191637,2029,10.63875430418354,100
1391,North Macedonia,9.838585192712554,2023,9.607930518016198,100
1392,North Macedonia,9.146621168623485,2019,6.3,100
1393,Estonia,8.8,2016,0.0,100
1394,North Macedonia,9.377275843319842,2021,9.146621168623485,100
1395,North Macedonia,9.146621168623485,2020,9.146621168623485,100
1396,Latvia,10.189391436167345,2026,9.964710002159247,100
1397,Latvia,10.63875430418354,2028,10.414072870175442,100
1398,Panama,9.3,2018,9.0,100
1399,Latvia,9.964710002159247,2025,9.740028568151152,100
1400,Estonia,9.1,2018,8.7,101
1401,Panama,9.0,2017,8.7,101
1402,Latvia,9.740028568151152,2024,9.515347134143054,101
1403,Panama,8.7,2016,0.0,101
1404,Sudan,9.985925384278003,2026,9.740866215249666,101
1405,Latvia,8.841302832118762,2020,8.841302832118762,101
1406,Sudan,10.721102891363026,2029,10.476043722334683,101
1407,Latvia,9.515347134143054,2023,9.290665700134957,101
1408,Sudan,10.476043722334683,2028,10.230984553306344,101
1409,Latvia,9.06598426612686,2021,8.841302832118762,101
1410,Latvia,8.841302832118762,2019,7.0,101
1411,Sudan,10.230984553306344,2027,9.985925384278003,101
1412,Latvia,9.290665700134957,2022,9.06598426612686,101
1413,Sudan,9.740866215249666,2025,9.495807046221325,101
1414,Sudan,9.005688708164644,2022,8.760629539136305,102
1415,Kenya,8.8,2017,7.6,102
1416,Ethiopia,8.6,2016,0.0,102
1417,Ghana,8.798752616869097,2021,8.662684321929826,102
1418,Ghana,9.479094091565454,2026,9.34302579662618,102
1419,Ghana,8.662684321929826,2019,8.8,102
1420,Sudan,9.250747877192984,2023,9.005688708164644,102
1421,Ghana,8.662684321929826,2020,8.662684321929826,102
1422,North Korea,9.67441028879892,2025,10.09277839406208,102
1423,Panama,10.032274790418354,2029,9.838130655900136,102
1424,Sudan,9.495807046221325,2024,9.250747877192984,102
1425,Panama,9.838130655900136,2028,9.643986521381915,102
1426,Ethiopia,9.0,2018,8.8,102
1427,Panama,9.643986521381915,2027,9.4498423868637,102
1428,Ghana,8.934820911808368,2022,8.798752616869097,103
1429,Ghana,8.3,2016,0.0,103
1430,Ghana,9.34302579662618,2025,9.20695750168691,103
1431,Ghana,9.887298976383269,2029,9.751230681443996,103
1432,Ethiopia,8.8,2017,8.6,103
1433,Ghana,8.8,2018,9.0,103
1434,Ghana,9.615162386504725,2027,9.479094091565454,103
1435,Panama,9.4498423868637,2026,9.25569825234548,103
1436,Zimbabwe,8.660380087719298,2019,7.4,103
1437,Sudan,8.760629539136305,2021,8.515570370107964,103
1438,Ghana,9.20695750168691,2024,9.07088920674764,103
1439,Ghana,9.07088920674764,2023,8.934820911808368,103
1440,Ghana,9.751230681443996,2028,9.615162386504725,103
1441,Zimbabwe,8.660380087719298,2020,8.660380087719298,103
1442,Zimbabwe,8.669469298245614,2021,8.660380087719298,104
1443,Panama,9.061554117827262,2024,8.867409983309043,104
1444,Panama,8.867409983309043,2023,8.673265848790825,104
1445,Bolivia,7.9,2016,0.0,104
1446,Moldova,9.28079449932524,2027,9.098822754385967,104
1447,Sudan,8.515570370107964,2019,11.0,104
1448,North Korea,9.256042183535763,2026,9.67441028879892,104
1449,Kenya,8.7,2018,8.8,104
1450,Sudan,8.515570370107964,2020,8.515570370107964,104
1451,Panama,9.25569825234548,2025,9.061554117827262,104
1452,Estonia,8.7,2017,8.8,104
1453,Zimbabwe,8.67855850877193,2022,8.669469298245614,104
1454,Moldova,9.64473798920378,2029,9.462766244264513,104
1455,Moldova,9.462766244264513,2028,9.28079449932524,104
1456,Moldova,8.734879264507425,2024,8.552907519568153,105
1457,Moldova,9.098822754385967,2026,8.916851009446697,105
1458,Kenya,7.6,2016,0.0,105
1459,Panama,8.284977579754388,2019,9.3,105
1460,Moldova,8.916851009446697,2025,8.734879264507425,105
1461,Congo-Kinshasa,8.6,2017,7.4,105
1462,Bolivia,9.35536236909582,2029,9.167706655937923,105
1463,Bolivia,9.167706655937923,2028,8.98005094278003,105
1464,Panama,8.673265848790825,2022,8.479121714272607,105
1465,Panama,8.479121714272607,2021,8.284977579754388,105
1466,Zimbabwe,8.687647719298246,2023,8.67855850877193,105
1467,Bolivia,8.98005094278003,2027,8.792395229622135,105
1468,Congo-Kinshasa,8.6,2018,8.6,105
1469,Panama,8.284977579754388,2020,8.284977579754388,105
1470,Kenya,9.264292060728748,2029,9.09834584331984,106
1471,Zimbabwe,8.705826140350878,2025,8.696736929824562,106
1472,Kenya,8.932399625910934,2027,8.766453408502027,106
1473,Kenya,9.09834584331984,2028,8.932399625910934,106
1474,Congo-Kinshasa,7.4,2016,0.0,106
1475,Moldova,8.00699228475034,2019,5.5,106
1476,Bolivia,8.792395229622135,2026,8.60473951646424,106
1477,Bolivia,8.1,2017,7.9,106
1478,Cambodia,8.4,2018,6.9,106
1479,Moldova,8.552907519568153,2023,8.370935774628883,106
1480,Zimbabwe,8.696736929824562,2024,8.687647719298246,106
1481,Moldova,8.188964029689611,2021,8.00699228475034,106
1482,Moldova,8.370935774628883,2022,8.188964029689611,106
1483,Moldova,8.00699228475034,2020,8.00699228475034,106
1484,Kenya,8.766453408502027,2026,8.60050719109312,107
1485,Angola,9.102682551282054,2029,8.892479039743593,107
1486,Kenya,8.268614756275305,2023,8.102668538866398,107
1487,Angola,8.892479039743593,2028,8.68227552820513,107
1488,North Korea,8.837674078272606,2027,9.256042183535763,107
1489,Zimbabwe,7.1,2016,0.0,107
1490,Bolivia,8.60473951646424,2025,8.417083803306346,107
1491,Kenya,7.770776104048584,2020,7.770776104048584,107
1492,Zimbabwe,7.8,2017,7.1,107
1493,Kenya,8.434560973684214,2024,8.268614756275305,107
1494,Kenya,7.936722321457491,2021,7.770776104048584,107
1495,Kenya,8.102668538866398,2022,7.936722321457491,107
1496,Kenya,7.770776104048584,2019,8.7,107
1497,Bolivia,8.3,2018,8.1,107
1498,Latvia,6.8,2016,0.0,108
1499,Congo-Kinshasa,8.747624723346828,2029,8.632456326585697,108
1500,Zimbabwe,8.72400456140351,2027,8.714915350877193,108
1501,Cambodia,6.9,2017,6.0,108
1502,Kenya,8.60050719109312,2025,8.434560973684214,108
1503,Bolivia,8.229428090148451,2023,8.041772376990556,108
1504,Zimbabwe,8.733093771929825,2028,8.72400456140351,108
1505,Zimbabwe,8.714915350877193,2026,8.705826140350878,108
1506,Congo-Kinshasa,7.711109152496626,2019,8.6,108
1507,Bolivia,8.041772376990556,2022,7.854116663832661,108
1508,Bolivia,7.854116663832661,2021,7.666460950674766,108
1509,Bolivia,8.417083803306346,2024,8.229428090148451,108
1510,Trinidad and Tobago,8.2,2018,9.1,108
1511,Congo-Kinshasa,7.711109152496626,2020,7.711109152496626,108
1512,Zimbabwe,7.4,2018,7.8,109
1513,Congo-Kinshasa,7.941445946018894,2022,7.82627754925776,109
1514,Congo-Kinshasa,7.82627754925776,2021,7.711109152496626,109
1515,Congo-Kinshasa,8.171782739541161,2024,8.056614342780026,109
1516,Latvia,6.8,2017,6.8,109
1517,Congo-Kinshasa,8.632456326585697,2028,8.517287929824562,109
1518,Angola,8.68227552820513,2027,8.472072016666669,109
1519,Zimbabwe,8.742182982456141,2029,8.733093771929825,109
1520,Congo-Kinshasa,8.286951136302296,2025,8.171782739541161,109
1521,Congo-Kinshasa,8.056614342780026,2023,7.941445946018894,109
1522,Bolivia,7.666460950674766,2019,8.3,109
1523,Angola,8.472072016666669,2026,8.261868505128207,109
1524,Bolivia,7.666460950674766,2020,7.666460950674766,109
1525,Luxembourg,6.4,2016,0.0,109
1526,Angola,7.841461482051285,2023,7.631257970512824,110
1527,Angola,8.051664993589746,2024,7.841461482051285,110
1528,Congo-Kinshasa,8.517287929824562,2027,8.402119533063427,110
1529,Angola,8.261868505128207,2025,8.051664993589746,110
1530,Congo-Kinshasa,8.402119533063427,2026,8.286951136302296,110
1531,North Korea,8.41930597300945,2028,8.837674078272606,110
1532,Ethiopia,8.477297990553309,2029,8.286783192577602,110
1533,North Macedonia,6.4,2016,0.0,110
1534,Angola,7.210850947435899,2019,10.0,110
1535,Côte d’Ivoire,6.8,2017,5.7,110
1536,Angola,7.631257970512824,2022,7.421054458974361,110
1537,Angola,7.421054458974361,2021,7.210850947435899,110
1538,Latvia,7.0,2018,6.8,110
1539,Angola,7.210850947435899,2020,7.210850947435899,110
1540,Luxembourg,7.129621907557356,2019,6.5,111
1541,Cambodia,6.0,2016,0.0,111
1542,Luxembourg,7.31255449460189,2022,7.221088201079622,111
1543,Mongolia,6.9,2018,6.4,111
1544,Ethiopia,8.096268394601893,2027,7.905753596626183,111
1545,Armenia,8.075572793522268,2029,7.908416277327936,111
1546,Ethiopia,7.905753596626183,2026,7.715238798650474,111
1547,Ethiopia,7.715238798650474,2025,7.524724000674765,111
1548,Luxembourg,7.129621907557356,2020,7.129621907557356,111
1549,Luxembourg,7.404020788124157,2023,7.31255449460189,111
1550,Luxembourg,7.221088201079622,2021,7.129621907557356,111
1551,Cameroon,6.4,2017,5.7,111
1552,Ethiopia,8.286783192577602,2028,8.096268394601893,111
1553,Ethiopia,7.524724000674765,2024,7.334209202699058,111
1554,Mongolia,6.4,2017,5.9,112
1555,Mongolia,5.9,2016,0.0,112
1556,Ethiopia,6.95317960674764,2021,6.762664808771931,112
1557,Ethiopia,7.143694404723349,2022,6.95317960674764,112
1558,Cameroon,6.7,2018,6.4,112
1559,Ethiopia,7.334209202699058,2023,7.143694404723349,112
1560,Luxembourg,7.495487081646424,2024,7.404020788124157,112
1561,Luxembourg,7.769885962213225,2027,7.6784196686909585,112
1562,North Korea,8.000937867746291,2029,8.41930597300945,112
1563,Ethiopia,6.762664808771931,2020,6.762664808771931,112
1564,Armenia,7.908416277327936,2028,7.741259761133605,112
1565,Luxembourg,7.6784196686909585,2026,7.586953375168692,112
1566,Luxembourg,7.586953375168692,2025,7.495487081646424,112
1567,Ethiopia,6.762664808771931,2019,9.0,112
1568,Armenia,7.406946728744941,2025,7.239790212550609,113
1569,Luxembourg,7.95281854925776,2029,7.861352255735493,113
1570,Honduras,6.7,2018,6.3,113
1571,Armenia,7.239790212550609,2024,7.072633696356277,113
1572,Armenia,6.738320663967613,2021,6.571164147773281,113
1573,Luxembourg,7.861352255735493,2028,7.769885962213225,113
1574,Armenia,7.741259761133605,2027,7.574103244939273,113
1575,Armenia,6.571164147773281,2019,5.4,113
1576,Honduras,5.8,2016,0.0,113
1577,Armenia,7.574103244939273,2026,7.406946728744941,113
1578,Luxembourg,6.4,2017,6.4,113
1579,Armenia,6.571164147773281,2020,6.571164147773281,113
1580,Armenia,7.072633696356277,2023,6.905477180161945,113
1581,Armenia,6.905477180161945,2022,6.738320663967613,113
1582,El Salvador,6.45532799534413,2020,6.45532799534413,114
1583,El Salvador,6.739120463765183,2022,6.597224229554656,114
1584,Honduras,7.048456305668018,2024,6.891642299595143,114
1585,El Salvador,6.45532799534413,2019,5.7,114
1586,Honduras,7.205270311740892,2025,7.048456305668018,114
1587,El Salvador,6.597224229554656,2021,6.45532799534413,114
1588,El Salvador,5.8,2016,0.0,114
1589,North Macedonia,6.3,2017,6.4,114
1590,Honduras,6.891642299595143,2023,6.734828293522269,114
1591,Côte d’Ivoire,6.7,2018,6.8,114
1592,Honduras,7.518898323886641,2027,7.362084317813767,114
1593,Honduras,7.362084317813767,2026,7.205270311740892,114
1594,Honduras,7.832526336032391,2029,7.675712329959516,114
1595,Honduras,7.675712329959516,2028,7.518898323886641,114
1596,El Salvador,7.306705400607288,2026,7.164809166396761,115
1597,Honduras,6.3,2017,5.8,115
1598,El Salvador,6.881016697975709,2023,6.739120463765183,115
1599,El Salvador,7.022912932186236,2024,6.881016697975709,115
1600,Honduras,6.5780142874493945,2021,6.42120028137652,115
1601,Honduras,6.734828293522269,2022,6.5780142874493945,115
1602,Honduras,6.42120028137652,2020,6.42120028137652,115
1603,El Salvador,7.59049786902834,2028,7.448601634817814,115
1604,Tanzania,5.8,2016,0.0,115
1605,El Salvador,7.732394103238867,2029,7.59049786902834,115
1606,Honduras,6.42120028137652,2019,6.7,115
1607,El Salvador,7.164809166396761,2025,7.022912932186236,115
1608,Nepal,6.6,2018,5.8,115
1609,El Salvador,7.448601634817814,2027,7.306705400607288,115
1610,Côte d’Ivoire,5.7,2016,0.0,116
1611,Nepal,5.8,2017,5.0,116
1612,Cameroon,5.904911729419704,2019,6.7,116
1613,Luxembourg,6.5,2018,6.4,116
1614,Cameroon,6.272460804318491,2023,6.149944446018895,116
1615,Cameroon,6.394977162618085,2024,6.272460804318491,116
1616,Cameroon,6.0274280877193,2021,5.904911729419704,116
1617,Cameroon,6.149944446018895,2022,6.0274280877193,116
1618,Cameroon,6.5174935209176805,2025,6.394977162618085,116
1619,Cameroon,5.904911729419704,2020,5.904911729419704,116
1620,Cameroon,6.885042595816466,2028,6.762526237516871,116
1621,Cameroon,6.762526237516871,2027,6.640009879217276,116
1622,Cameroon,7.007558954116061,2029,6.885042595816466,116
1623,Cameroon,6.640009879217276,2026,6.5174935209176805,116
1624,Côte d’Ivoire,5.674240425101216,2021,5.552736629554658,117
1625,Côte d’Ivoire,5.795744220647775,2022,5.674240425101216,117
1626,Côte d’Ivoire,5.917248016194334,2023,5.795744220647775,117
1627,Cameroon,5.7,2016,0.0,117
1628,Palestinian Territories,6.179655964372472,2025,6.014718433198382,117
1629,North Macedonia,6.3,2018,6.3,117
1630,Afghanistan,5.8,2017,5.5,117
1631,Palestinian Territories,6.50953102672065,2027,6.34459349554656,117
1632,Côte d’Ivoire,5.552736629554658,2020,5.552736629554658,117
1633,Palestinian Territories,6.674468557894739,2028,6.50953102672065,117
1634,Côte d’Ivoire,5.552736629554658,2019,6.7,117
1635,Palestinian Territories,6.34459349554656,2026,6.179655964372472,117
1636,Palestinian Territories,6.839406089068827,2029,6.674468557894739,117
1637,Côte d’Ivoire,6.038751811740892,2024,5.917248016194334,117
1638,Tanzania,5.8,2017,5.8,118
1639,Côte d’Ivoire,6.403263198380568,2027,6.28175940283401,118
1640,Palestinian Territories,5.849780902024293,2023,5.684843370850205,118
1641,Côte d’Ivoire,6.524766993927127,2028,6.403263198380568,118
1642,Albania,5.7,2016,0.0,118
1643,Côte d’Ivoire,6.646270789473686,2029,6.524766993927127,118
1644,Palestinian Territories,6.014718433198382,2024,5.849780902024293,118
1645,Côte d’Ivoire,6.160255607287451,2025,6.038751811740892,118
1646,Côte d’Ivoire,6.28175940283401,2026,6.160255607287451,118
1647,Palestinian Territories,5.354968308502025,2019,5.5,118
1648,Palestinian Territories,5.519905839676115,2021,5.354968308502025,118
1649,Palestinian Territories,5.354968308502025,2020,5.354968308502025,118
1650,Afghanistan,6.0,2018,5.8,118
1651,Palestinian Territories,5.684843370850205,2022,5.519905839676115,118
1652,Cyprus,5.670911752024294,2024,5.558904977327938,119
1653,El Salvador,5.7,2017,5.8,119
1654,Cyprus,6.006932076113363,2027,5.894925301417007,119
1655,Tanzania,5.8,2018,5.8,119
1656,Cyprus,5.78291852672065,2025,5.670911752024294,119
1657,Cyprus,5.222884653238869,2019,4.6,119
1658,Cyprus,5.334891427935225,2021,5.222884653238869,119
1659,Cyprus,5.894925301417007,2026,5.78291852672065,119
1660,Cyprus,5.222884653238869,2020,5.222884653238869,119
1661,Cyprus,5.558904977327938,2023,5.446898202631581,119
1662,Cyprus,5.446898202631581,2022,5.334891427935225,119
1663,Cyprus,6.118938850809719,2028,6.006932076113363,119
1664,Cyprus,6.230945625506076,2029,6.118938850809719,119
1665,Afghanistan,5.5,2016,0.0,119
1666,Armenia,5.3,2016,0.0,120
1667,Mongolia,5.203015242953442,2019,6.9,120
1668,Tanzania,5.843131881241565,2026,5.719291460188933,120
1669,Armenia,5.6,2017,5.3,120
1670,Tanzania,5.719291460188933,2025,5.595451039136302,120
1671,Mongolia,5.203015242953442,2020,5.203015242953442,120
1672,Mongolia,5.296526478680163,2021,5.203015242953442,120
1673,Mongolia,5.4835489501336045,2023,5.390037714406883,120
1674,Mongolia,5.390037714406883,2022,5.296526478680163,120
1675,Tanzania,5.966972302294197,2027,5.843131881241565,120
1676,Tanzania,5.595451039136302,2024,5.471610618083671,120
1677,Tanzania,6.21465314439946,2029,6.090812723346828,120
1678,El Salvador,5.7,2018,5.7,120
1679,Tanzania,6.090812723346828,2028,5.966972302294197,120
1680,Mongolia,5.857593893040487,2027,5.764082657313766,121
1681,Mongolia,5.951105128767208,2028,5.857593893040487,121
1682,Tanzania,5.347770197031039,2022,5.223929775978407,121
1683,Moldova,5.5,2018,5.2,121
1684,Tanzania,5.223929775978407,2021,5.100089354925776,121
1685,Palestinian Territories,5.3,2017,5.2,121
1686,Palestinian Territories,5.2,2016,0.0,121
1687,Mongolia,5.764082657313766,2026,5.670571421587046,121
1688,Tanzania,5.100089354925776,2019,5.8,121
1689,Mongolia,5.577060185860325,2024,5.4835489501336045,121
1690,Macau,6.078495546315791,2029,5.944014918874496,121
1691,Mongolia,5.670571421587046,2025,5.577060185860325,121
1692,Tanzania,5.100089354925776,2020,5.100089354925776,121
1693,Tanzania,5.471610618083671,2023,5.347770197031039,121
1694,Yemen,4.990360063427801,2019,2.7,122
1695,Palestinian Territories,5.5,2018,5.3,122
1696,Yemen,5.706825869095817,2026,5.587414901484481,122
1697,Yemen,5.348592966261809,2023,5.229181998650473,122
1698,Macau,5.1,2016,0.0,122
1699,Macau,5.2,2017,5.1,122
1700,Yemen,5.587414901484481,2025,5.4680039338731445,122
1701,Yemen,5.4680039338731445,2024,5.348592966261809,122
1702,Yemen,6.0650587719298255,2029,5.945647804318489,122
1703,Yemen,5.229181998650473,2022,5.109771031039137,122
1704,Yemen,4.990360063427801,2020,4.990360063427801,122
1705,Yemen,5.826236836707153,2027,5.706825869095817,122
1706,Yemen,5.109771031039137,2021,4.990360063427801,122
1707,Yemen,5.945647804318489,2028,5.826236836707153,122
1708,Albania,4.922643425101215,2020,4.922643425101215,123
1709,Moldova,5.2,2017,4.9,123
1710,Macau,5.002650526785427,2021,4.868169899344131,123
1711,Armenia,5.4,2018,5.6,123
1712,Macau,5.944014918874496,2028,5.8095342914332,123
1713,Mongolia,6.044616364493928,2029,5.951105128767208,123
1714,Macau,5.137131154226722,2022,5.002650526785427,123
1715,Macau,5.2716117816680175,2023,5.137131154226722,123
1716,Macau,5.406092409109314,2024,5.2716117816680175,123
1717,Nepal,5.0,2016,0.0,123
1718,Albania,4.922643425101215,2019,4.8,123
1719,Macau,5.8095342914332,2027,5.675053663991904,123
1720,Macau,5.540573036550609,2025,5.406092409109314,123
1721,Macau,5.675053663991904,2026,5.540573036550609,123
1722,Albania,5.062641773279353,2022,4.992642599190283,124
1723,Namibia,5.280687589743591,2025,5.149298974358976,124
1724,Moldova,4.9,2016,0.0,124
1725,Albania,4.992642599190283,2021,4.922643425101215,124
1726,Macau,4.868169899344131,2019,5.4,124
1727,Albania,5.0,2017,5.7,124
1728,Macau,5.4,2018,5.2,124
1729,Namibia,5.412076205128207,2026,5.280687589743591,124
1730,Namibia,5.8062420512820525,2029,5.674853435897437,124
1731,Namibia,5.543464820512822,2027,5.412076205128207,124
1732,Namibia,5.674853435897437,2028,5.543464820512822,124
1733,Albania,5.20264012145749,2024,5.132640947368421,124
1734,Albania,5.132640947368421,2023,5.062641773279353,124
1735,Macau,4.868169899344131,2020,4.868169899344131,124
1736,Jamaica,4.70936304588394,2020,4.70936304588394,125
1737,Albania,5.27263929554656,2025,5.20264012145749,125
1738,Namibia,5.01791035897436,2023,4.886521743589745,125
1739,Jamaica,4.770365632928475,2021,4.70936304588394,125
1740,Cambodia,5.520028229419704,2028,5.376968334682862,125
1741,Namibia,4.886521743589745,2022,4.75513312820513,125
1742,Kosovo,4.6,2017,4.0,125
1743,Cyprus,4.4,2016,0.0,125
1744,Albania,5.412637643724697,2027,5.342638469635627,125
1745,Cambodia,5.663088124156546,2029,5.520028229419704,125
1746,Albania,4.8,2018,5.0,125
1747,Albania,5.342638469635627,2026,5.27263929554656,125
1748,Namibia,5.149298974358976,2024,5.01791035897436,125
1749,Jamaica,4.70936304588394,2019,3.0,125
1750,Nepal,5.099523630094469,2025,4.9721605772604605,126
1751,Cyprus,4.5,2017,4.4,126
1752,Laos,4.4,2016,0.0,126
1753,Cambodia,5.23390843994602,2026,5.090848545209178,126
1754,Jamaica,4.892370807017544,2023,4.83136821997301,126
1755,Namibia,4.623744512820514,2020,4.623744512820514,126
1756,Namibia,4.623744512820514,2019,4.2,126
1757,Cambodia,5.376968334682862,2027,5.23390843994602,126
1758,Albania,5.482636817813765,2028,5.412637643724697,126
1759,Nepal,4.9721605772604605,2024,4.844797524426452,126
1760,Jamaica,4.83136821997301,2022,4.770365632928475,126
1761,Nepal,5.608975841430501,2029,5.481612788596493,126
1762,Namibia,4.75513312820513,2021,4.623744512820514,126
1763,Kosovo,4.6,2018,4.6,126
1764,Jamaica,4.953373394062078,2024,4.892370807017544,127
1765,Nepal,5.226886682928477,2026,5.099523630094469,127
1766,Kosovo,4.0,2016,0.0,127
1767,Nepal,4.717434471592444,2022,4.590071418758436,127
1768,Nepal,5.354249735762485,2027,5.226886682928477,127
1769,Nepal,4.462708365924429,2019,6.6,127
1770,Nepal,4.462708365924429,2020,4.462708365924429,127
