"date","BTC","ETH","LTC","XMR","BCH","BSV","DASH","DOGE","ETC","VTC","ZEC"
"2016-01-01","697129.166405806","0.48321717257062","1.4371353484015","0.00000583844159987098",,,"0.09413335798051","1.35825153496407",,"0.012687039095463",
"2016-01-02","748768.363917347","0.4807672336531","1.3780045558913","0.00000604892864845722",,,"0.097035767110039","1.29667531547225",,"0.010375180303776",
"2016-01-03","748768.363917347","0.49417513264219","1.5229800879121","0.00000588183727646605",,,"0.095672178144296","1.35847659738868",,"0.010043088023981",
"2016-01-04","934669.474958895","0.49166951641665","1.5284246290024","0.00000595308089640558",,,"0.104877473735727","1.36753736780675",,"0.009548492262305",
"2016-01-05","810735.400931196","0.49278826555659","1.49850440788","0.00000608203410597484",,,"0.112269440025641","1.38034202890919",,"0.009057158607431",
"2016-01-06","728112.684912731","0.49624980985481","1.5334072099481","0.00000583157510650243",,,"0.096370837527538","1.32951583985023",,"0.008180772208679",
"2016-01-07","759096.203419655","0.473369433136","1.4438816263276","0.00000571798747365795",,,"0.102139305550199","1.27220517990635",,"0.009014577158789",
"2016-01-08","893358.116949662","0.49767087769905","1.528815839641","0.00000600350920337105",,,"0.102368668981618","1.31955681090992",,"0.008131136475396",
"2016-01-09","779751.882424272","0.4977183126848","1.5128906746448","0.00000601032166916318",,,"0.105226612178441","1.27494478892648",,"0.008507203940838",
"2016-01-10","903685.95645197","0.49159480017294","1.5746864940232","0.0000062818324989656",,,"0.103040612979923","1.33425617687867",,"0.008928043844135",
"2016-01-11","877866.357696199","0.52179368930236","1.5408908397269","0.00000602086808034346",,,"0.098139355710815","1.34952803550018",,"0.009106788044757",
"2016-01-12","877866.357696199","0.50737032193466","1.7286135816226","0.00000641799038827617",,,"0.095627365640747","1.41697967204254",,"0.008371349477424",
"2016-01-13","813710.194014571","0.49129587693339","1.483366612451","0.00000657753577518355",,,"0.102457689040332","1.33613683642269",,"0.009856147252813",
"2016-01-14","749438.083305595","0.51495491232934","1.5337379225","0.00000630348134763986",,,"0.094511015264806","1.38275193894873",,"0.009929907990915",
