,country,value,year,rank
1401,Bolivia,8.417083803306346,2024,108
1402,Bolivia,8.229428090148451,2023,108
1403,Zimbabwe,7.8,2017,108
1404,Angola,8.68227552820513,2027,109
1405,Congo-Kinshasa,7.82627754925776,2021,109
1406,Cambodia,6.9,2017,109
1407,Congo-Kinshasa,8.171782739541161,2024,109
1408,Zimbabwe,8.742182982456141,2029,109
1409,Congo-Kinshasa,8.286951136302296,2025,109
1410,Congo-Kinshasa,7.941445946018894,2022,109
1411,Congo-Kinshasa,8.632456326585697,2028,109
1412,Angola,8.472072016666669,2026,109
1413,Bolivia,7.666460950674766,2020,109
1414,Zimbabwe,7.4,2018,109
1415,Congo-Kinshasa,8.056614342780026,2023,109
1416,Dominica,,2019,109
1417,Angola,7.210850947435899,2020,110
1418,Latvia,6.8,2017,110
1419,Congo-Kinshasa,8.517287929824562,2027,110
1420,Ecuador,,2019,110
1421,Angola,7.841461482051285,2023,110
1422,Angola,8.051664993589746,2024,110
1423,Latvia,7.0,2018,110
1424,Angola,8.261868505128207,2025,110
1425,North Korea,8.41930597300945,2028,110
1426,Ethiopia,8.477297990553309,2029,110
1427,Angola,7.421054458974361,2021,110
1428,Angola,7.631257970512824,2022,110
1429,Congo-Kinshasa,8.402119533063427,2026,110
1430,Côte d’Ivoire,6.8,2017,111
1431,Ethiopia,7.524724000674765,2024,111
1432,Mongolia,6.9,2018,111
1433,Ethiopia,8.286783192577602,2028,111
1434,Luxembourg,7.129621907557356,2020,111
1435,Luxembourg,7.404020788124157,2023,111
1436,Luxembourg,7.31255449460189,2022,111
1437,Luxembourg,7.221088201079622,2021,111
1438,Ethiopia,8.096268394601893,2027,111
1439,Egypt,,2019,111
1440,Ethiopia,7.715238798650474,2025,111
1441,Armenia,8.075572793522268,2029,111
1442,Ethiopia,7.905753596626183,2026,111
1443,Luxembourg,7.769885962213225,2027,112
1444,Luxembourg,7.586953375168692,2025,112
1445,Armenia,7.908416277327936,2028,112
1446,Luxembourg,7.495487081646424,2024,112
1447,Luxembourg,7.6784196686909585,2026,112
1448,North Korea,8.000937867746291,2029,112
1449,Ethiopia,7.334209202699058,2023,112
1450,Ethiopia,6.762664808771931,2020,112
1451,Mongolia,6.4,2017,112
1452,Ethiopia,7.143694404723349,2022,112
1453,Ethiopia,6.95317960674764,2021,112
1454,Equatorial Guinea,,2019,112
1455,Cameroon,6.7,2018,112
1456,Luxembourg,7.95281854925776,2029,113
1457,Armenia,7.574103244939273,2026,113
1458,Armenia,7.239790212550609,2024,113
1459,Armenia,6.571164147773281,2020,113
1460,Luxembourg,6.4,2017,113
1461,Armenia,7.406946728744941,2025,113
1462,Luxembourg,7.861352255735493,2028,113
1463,Honduras,6.7,2018,113
1464,Armenia,7.741259761133605,2027,113
1465,Eritrea,,2019,113
1466,Armenia,6.738320663967613,2021,113
1467,Armenia,6.905477180161945,2022,113
1468,Armenia,7.072633696356277,2023,113
1469,El Salvador,6.739120463765183,2022,114
1470,Honduras,7.048456305668018,2024,114
1471,El Salvador,6.597224229554656,2021,114
1472,Eswatini,,2019,114
1473,Cameroon,6.4,2017,114
1474,El Salvador,6.45532799534413,2020,114
1475,Honduras,7.362084317813767,2026,114
1476,Honduras,7.518898323886641,2027,114
1477,Honduras,7.205270311740892,2025,114
1478,Honduras,6.891642299595143,2023,114
1479,Honduras,7.675712329959516,2028,114
1480,Honduras,7.832526336032391,2029,114
1481,Côte d’Ivoire,6.7,2018,114
1482,El Salvador,7.022912932186236,2024,115
1483,Honduras,6.734828293522269,2022,115
1484,Honduras,6.42120028137652,2020,115
1485,El Salvador,7.164809166396761,2025,115
1486,Honduras,6.5780142874493945,2021,115
1487,El Salvador,7.306705400607288,2026,115
1488,Ethiopia,,2019,115
1489,El Salvador,6.881016697975709,2023,115
1490,El Salvador,7.448601634817814,2027,115
1491,Nepal,6.6,2018,115
1492,El Salvador,7.732394103238867,2029,115
1493,El Salvador,7.59049786902834,2028,115
1494,Honduras,6.3,2017,115
1495,Luxembourg,6.5,2018,116
1496,Fiji,,2019,116
1497,Cameroon,6.394977162618085,2024,116
1498,Cameroon,6.640009879217276,2026,116
1499,North Macedonia,6.3,2017,116
1500,Cameroon,6.272460804318491,2023,116
1501,Cameroon,5.904911729419704,2020,116
1502,Cameroon,7.007558954116061,2029,116
1503,Cameroon,6.885042595816466,2028,116
1504,Cameroon,6.762526237516871,2027,116
1505,Cameroon,6.5174935209176805,2025,116
1506,Cameroon,6.149944446018895,2022,116
1507,Cameroon,6.0274280877193,2021,116
1508,Palestinian Territories,6.50953102672065,2027,117
1509,Côte d’Ivoire,5.795744220647775,2022,117
1510,Palestinian Territories,6.839406089068827,2029,117
1511,Nepal,5.8,2017,117
1512,Palestinian Territories,6.179655964372472,2025,117
1513,French Guiana,,2019,117
1514,North Macedonia,6.3,2018,117
1515,Palestinian Territories,6.674468557894739,2028,117
1516,Côte d’Ivoire,6.038751811740892,2024,117
1517,Côte d’Ivoire,5.917248016194334,2023,117
1518,Palestinian Territories,6.34459349554656,2026,117
1519,Côte d’Ivoire,5.552736629554658,2020,117
1520,Côte d’Ivoire,5.674240425101216,2021,117
1521,Côte d’Ivoire,6.403263198380568,2027,118
1522,Côte d’Ivoire,6.160255607287451,2025,118
1523,Palestinian Territories,5.849780902024293,2023,118
1524,Côte d’Ivoire,6.28175940283401,2026,118
1525,Côte d’Ivoire,6.524766993927127,2028,118
1526,Tanzania,5.8,2017,118
1527,Palestinian Territories,5.354968308502025,2020,118
1528,Palestinian Territories,5.684843370850205,2022,118
1529,Palestinian Territories,5.519905839676115,2021,118
1530,Afghanistan,6.0,2018,118
1531,Palestinian Territories,6.014718433198382,2024,118
1532,Côte d’Ivoire,6.646270789473686,2029,118
1533,French Polynesia,,2019,118
1534,Cyprus,6.230945625506076,2029,119
1535,Cyprus,5.222884653238869,2020,119
1536,Tanzania,5.8,2018,119
1537,Afghanistan,5.8,2017,119
1538,Cyprus,6.118938850809719,2028,119
1539,Cyprus,6.006932076113363,2027,119
1540,Cyprus,5.558904977327938,2023,119
1541,Cyprus,5.446898202631581,2022,119
1542,Gabon,,2019,119
1543,Cyprus,5.78291852672065,2025,119
1544,Cyprus,5.894925301417007,2026,119
1545,Cyprus,5.670911752024294,2024,119
1546,Cyprus,5.334891427935225,2021,119
1547,El Salvador,5.7,2017,120
1548,"Gambia, The",,2019,120
1549,El Salvador,5.7,2018,120
1550,Mongolia,5.203015242953442,2020,120
1551,Mongolia,5.390037714406883,2022,120
1552,Tanzania,5.843131881241565,2026,120
1553,Tanzania,6.21465314439946,2029,120
1554,Mongolia,5.296526478680163,2021,120
1555,Tanzania,5.719291460188933,2025,120
1556,Tanzania,5.966972302294197,2027,120
1557,Mongolia,5.4835489501336045,2023,120
1558,Tanzania,5.595451039136302,2024,120
1559,Tanzania,6.090812723346828,2028,120
1560,Tanzania,5.471610618083671,2023,121
1561,Armenia,5.6,2017,121
1562,Ghana,,2019,121
1563,Macau,6.078495546315791,2029,121
1564,Mongolia,5.764082657313766,2026,121
1565,Moldova,5.5,2018,121
1566,Mongolia,5.857593893040487,2027,121
1567,Mongolia,5.577060185860325,2024,121
1568,Mongolia,5.670571421587046,2025,121
1569,Tanzania,5.100089354925776,2020,121
1570,Tanzania,5.347770197031039,2022,121
1571,Mongolia,5.951105128767208,2028,121
1572,Tanzania,5.223929775978407,2021,121
1573,Yemen,5.4680039338731445,2024,122
1574,Yemen,5.229181998650473,2022,122
1575,Yemen,5.945647804318489,2028,122
1576,Palestinian Territories,5.5,2018,122
1577,Yemen,5.587414901484481,2025,122
1578,Yemen,5.826236836707153,2027,122
1579,Yemen,5.109771031039137,2021,122
1580,Gibraltar,,2019,122
1581,Yemen,5.706825869095817,2026,122
1582,Yemen,4.990360063427801,2020,122
1583,Palestinian Territories,5.3,2017,122
1584,Yemen,5.348592966261809,2023,122
1585,Yemen,6.0650587719298255,2029,122
1586,Macau,5.8095342914332,2027,123
1587,Macau,5.2,2017,123
1588,Macau,5.675053663991904,2026,123
1589,Macau,5.540573036550609,2025,123
1590,Macau,5.002650526785427,2021,123
1591,Macau,5.944014918874496,2028,123
1592,Mongolia,6.044616364493928,2029,123
1593,Macau,5.406092409109314,2024,123
1594,Albania,4.922643425101215,2020,123
1595,Macau,5.2716117816680175,2023,123
1596,Greenland,,2019,123
1597,Macau,5.137131154226722,2022,123
1598,Armenia,5.4,2018,123
1599,Albania,4.992642599190283,2021,124
1600,Namibia,5.280687589743591,2025,124
1601,Namibia,5.8062420512820525,2029,124
1602,Macau,5.4,2018,124
1603,Namibia,5.543464820512822,2027,124
1604,Moldova,5.2,2017,124
1605,Namibia,5.412076205128207,2026,124
1606,Namibia,5.674853435897437,2028,124
1607,Albania,5.20264012145749,2024,124
1608,Albania,5.132640947368421,2023,124
1609,Grenada,,2019,124
1610,Albania,5.062641773279353,2022,124
1611,Macau,4.868169899344131,2020,124
1612,Albania,5.27263929554656,2025,125
1613,Jamaica,4.70936304588394,2020,125
1614,Namibia,5.149298974358976,2024,125
1615,Jamaica,4.770365632928475,2021,125
1616,Albania,4.8,2018,125
1617,Namibia,4.886521743589745,2022,125
1618,Albania,5.412637643724697,2027,125
1619,Albania,5.342638469635627,2026,125
1620,Albania,5.0,2017,125
1621,Cambodia,5.663088124156546,2029,125
1622,Guadeloupe,,2019,125
1623,Namibia,5.01791035897436,2023,125
1624,Cambodia,5.520028229419704,2028,125
1625,Kosovo,4.6,2017,126
1626,Nepal,4.9721605772604605,2024,126
1627,Jamaica,4.83136821997301,2022,126
1628,Nepal,5.608975841430501,2029,126
1629,Nepal,5.099523630094469,2025,126
1630,Jamaica,4.892370807017544,2023,126
1631,Namibia,4.75513312820513,2021,126
1632,Cambodia,5.23390843994602,2026,126
1633,Cambodia,5.376968334682862,2027,126
1634,Kosovo,4.6,2018,126
1635,Guam,,2019,126
1636,Albania,5.482636817813765,2028,126
1637,Namibia,4.623744512820514,2020,126
1638,Nepal,4.844797524426452,2023,127
1639,Nepal,5.226886682928477,2026,127
1640,Guatemala,,2019,127
1641,Jamaica,4.953373394062078,2024,127
1642,Nepal,4.717434471592444,2022,127
1643,Cyprus,4.5,2017,127
1644,Cambodia,5.090848545209178,2025,127
1645,Kosovo,5.594743690958167,2029,127
1646,Nepal,4.590071418758436,2021,127
1647,Cyprus,4.6,2018,127
1648,Nepal,5.354249735762485,2027,127
1649,Nepal,5.481612788596493,2028,127
1650,Nepal,4.462708365924429,2020,127
1651,Cambodia,4.375549071524967,2020,128
1652,Cambodia,4.947788650472336,2024,128
1653,Cambodia,4.804728755735493,2023,128
1654,Cambodia,4.518608966261809,2021,128
1655,Namibia,4.2,2018,128
1656,Kosovo,5.164674834682862,2026,128
1657,Kosovo,5.451387405533064,2028,128
1658,Guinea,,2019,128
1659,Namibia,4.1,2017,128
1660,Albania,5.552635991902834,2029,128
1661,Kosovo,5.308031120107963,2027,128
1662,Kosovo,5.021318549257761,2025,128
1663,Cambodia,4.661668860998651,2022,128
1664,Kosovo,4.5912496929824576,2022,129
1665,Kosovo,4.87796226383266,2024,129
1666,DASH,5.5060849306350725,2029,129
1667,Jamaica,5.014375981106612,2025,129
1668,Kosovo,4.447893407557356,2021,129
1669,Laos,4.1,2018,129
1670,Jamaica,5.197383742240216,2028,129
1671,Jamaica,5.136381155195682,2027,129
1672,Senegal,3.8,2017,129
1673,Kosovo,4.734605978407559,2023,129
1674,Kosovo,4.304537122132255,2020,129
1675,Guyana,,2019,129
1676,Jamaica,5.075378568151147,2026,129
1677,Brunei,4.2694189365722,2021,130
1678,Jamaica,5.25838632928475,2029,130
1679,Nicaragua,3.7,2017,130
1680,Brunei,4.365949470985156,2022,130
1681,Brunei,4.462480005398112,2023,130
1682,Brunei,4.655541074224023,2025,130
1683,Brunei,4.848602143049933,2027,130
1684,DASH,5.081447112185045,2028,130
1685,Haiti,,2019,130
1686,Brunei,4.559010539811067,2024,130
1687,Brunei,4.172888402159245,2020,130
1688,Papua New Guinea,3.8,2018,130
1689,Brunei,4.752071608636978,2026,130
1690,Afghanistan,4.584415417584347,2025,131
1691,Afghanistan,4.150821133616735,2021,131
1692,Afghanistan,4.801212559568152,2027,131
1693,Brunei,4.945132677462889,2028,131
1694,Afghanistan,4.259219704608638,2022,131
1695,Afghanistan,4.367618275600541,2023,131
1696,Botswana,3.6,2017,131
1697,Senegal,3.8,2018,131
1698,Brunei,5.041663211875845,2029,131
1699,Afghanistan,4.692813988576249,2026,131
1700,Honduras,,2019,131
1701,Afghanistan,4.042422562624832,2020,131
1702,Afghanistan,4.476016846592444,2024,131
1703,Botswana,4.000297900134955,2021,132
1704,Botswana,4.379984604588396,2025,132
1705,Botswana,4.2850629284750354,2024,132
1706,Botswana,4.095219576248315,2022,132
1707,DASH,4.62904182317663,2027,132
1708,Papua New Guinea,3.6,2017,132
1709,Afghanistan,5.018009701551958,2029,132
1710,Afghanistan,4.909611130560055,2028,132
1711,Botswana,3.905376224021594,2020,132
1712,Botswana,4.474906280701756,2026,132
1713,Hong Kong,,2019,132
1714,Nicaragua,3.7,2018,132
1715,Botswana,4.190141252361675,2023,132
1716,Papua New Guinea,4.102273619949393,2024,133
1717,Botswana,4.569827956815117,2027,133
1718,Botswana,4.664749632928477,2028,133
1719,Papua New Guinea,3.807621526419029,2020,133
1720,India,,2019,133
1721,Papua New Guinea,3.9549475731842114,2022,133
1722,Papua New Guinea,4.028610596566803,2023,133
1723,Papua New Guinea,4.175936643331985,2025,133
1724,Brunei,3.6,2018,133
1725,Papua New Guinea,4.249599666714576,2026,133
1726,Botswana,4.759671309041837,2029,133
1727,Papua New Guinea,3.88128454980162,2021,133
1728,Laos,3.6,2017,133
1729,Nicaragua,3.539203638191634,2020,134
1730,DASH,4.191120162133768,2026,134
1731,Papua New Guinea,4.323262690097167,2027,134
1732,Papua New Guinea,4.470588736862349,2029,134
1733,Brunei,3.4,2017,134
1734,Papua New Guinea,4.396925713479758,2028,134
1735,Nicaragua,3.924579534952768,2025,134
1736,Iran,,2019,134
1737,Nicaragua,3.616278817543861,2021,134
1738,Nicaragua,3.693353996896087,2022,134
1739,Uganda,3.5,2018,134
1740,Nicaragua,3.847504355600541,2024,134
1741,Nicaragua,3.7704291762483138,2023,134
1742,Iraq,,2019,135
1743,Laos,3.769927341430501,2024,135
1744,Nicaragua,4.001654714304994,2026,135
1745,Laos,3.365247438596493,2020,135
1746,Laos,3.668757365721999,2023,135
1747,Laos,3.5675873900134967,2022,135
1748,Uganda,3.3,2017,135
1749,Nicaragua,4.07872989365722,2027,135
1750,Laos,4.27577721997301,2029,135
1751,Laos,3.871097317139003,2025,135
1752,Laos,3.4664174143049946,2021,135
1753,Botswana,3.3,2018,135
1754,Laos,4.174607244264508,2028,135
1755,Yemen,3.0,2017,136
1756,Reunion,3.2855636028340083,2020,136
1757,Reunion,3.4441216748987853,2022,136
1758,Mali,3.0,2018,136
1759,Montenegro,3.545871738191634,2023,136
1760,Laos,4.073437268556007,2027,136
1761,Montenegro,3.7547185924426456,2025,136
1762,Israel,,2019,136
1763,Reunion,3.364842638866397,2021,136
1764,Nicaragua,4.232880252361674,2029,136
1765,Laos,3.972267292847505,2026,136
1766,Montenegro,3.6502951653171394,2024,136
1767,Nicaragua,4.155805073009447,2028,136
1768,Montenegro,3.232601456815116,2020,137
1769,Montenegro,3.963565446693658,2027,137
1770,Montenegro,3.3370248839406216,2021,137
1771,Jamaica,,2019,137
1772,Montenegro,3.859142019568152,2026,137
1773,DASH,3.7531985010909072,2025,137
1774,Jamaica,3.0,2018,137
1775,Montenegro,4.067988873819164,2028,137
1776,Reunion,3.6026797469635627,2024,137
1777,Montenegro,3.0,2017,137
1778,Montenegro,4.172412300944671,2029,137
1779,Montenegro,3.441448311066128,2022,137
1780,Reunion,3.523400710931174,2023,137
1781,Reunion,3.919795891093117,2028,138
1782,Reunion,3.76123781902834,2026,138
1783,Senegal,3.23627746869096,2021,138
1784,Senegal,3.480553574561405,2024,138
1785,Reunion,3.840516855060729,2027,138
1786,Senegal,3.317702837314441,2022,138
1787,Montenegro,3.0,2018,138
1788,Jordan,,2019,138
1789,Reunion,3.681958782995952,2025,138
1790,Senegal,3.154852100067478,2020,138
1791,Reunion,3.999074927125506,2029,138
1792,Senegal,3.3991282059379238,2023,138
1793,Jamaica,3.0,2017,138
1794,Senegal,3.806255049055332,2028,139
1795,Senegal,3.6434043118083688,2026,139
1796,Mauritius,3.0613486979757085,2021,139
1797,DASH,3.3237582540667865,2024,139
1798,Reunion,2.9,2017,139
1799,Senegal,3.561978943184887,2025,139
1800,Senegal,3.7248296804318506,2027,139
1801,Reunion,2.9,2018,139
1802,Mauritius,3.135030156275304,2022,139
1803,Mauritius,2.9876672396761137,2020,139
1804,Kazakhstan,,2019,139
1805,Mauritius,3.208711614574899,2023,139
1806,Senegal,3.887680417678814,2029,139
1807,Mauritius,3.50343744777328,2027,140
1808,Mauritius,3.65080036437247,2029,140
1809,Uganda,2.768677054224023,2022,140
1810,Kenya,,2019,140
1811,Mauritius,3.2823930728744943,2024,140
1812,Mauritius,2.8,2017,140
1813,Mauritius,3.4297559894736844,2026,140
1814,Uganda,2.630972633009448,2020,140
1815,Mauritius,3.356074531174089,2025,140
1816,Uganda,2.699824843616735,2021,140
1817,Mauritius,2.8,2018,140
1818,Mauritius,3.5771189060728745,2028,140
1819,DASH,2.876155393632464,2023,140
1820,Kiribati,,2019,141
1821,New Caledonia,2.554079920590264,2021,141
1822,New Caledonia,2.8,2017,141
1823,New Caledonia,2.6008741787945,2022,141
1824,Uganda,3.181790317867748,2028,141
1825,Uganda,3.0440858966531725,2026,141
1826,New Caledonia,2.7,2018,141
1827,Uganda,3.1129381072604603,2027,141
1828,Uganda,2.83752926483131,2023,141
1829,Uganda,2.975233686045885,2025,141
1830,Uganda,2.906381475438597,2024,141
1831,Uganda,3.250642528475035,2029,141
1832,New Caledonia,2.507285662386028,2020,141
1833,New Caledonia,2.834845469815681,2027,142
1834,Malta,2.399667393319838,2020,142
1835,Malta,2.4919099289473685,2022,142
1836,New Caledonia,2.881639728019917,2028,142
1837,Kuwait,,2019,142
1838,Yemen,2.7,2018,142
1839,New Caledonia,2.788051211611445,2026,142
1840,New Caledonia,2.647668436998736,2023,142
1841,New Caledonia,2.694462695202972,2024,142
1842,Mali,2.7,2017,142
1843,New Caledonia,2.7412569534072087,2025,142
1844,Malta,2.4457886611336037,2021,142
1845,New Caledonia,2.928433986224154,2029,142
1846,Malta,2.676395000202429,2026,143
1847,Malawi,2.143233975606613,2020,143
1848,Guinea,2.3,2017,143
1849,Malta,2.7225162680161943,2027,143
1850,Kyrgyzstan,,2019,143
1851,Malawi,2.191065723993253,2021,143
1852,Malta,2.5380311967611338,2023,143
1853,DASH,2.438233732589602,2022,143
1854,Bhutan,2.4,2018,143
1855,Malta,2.7686375358299595,2028,143
1856,Malta,2.630273732388664,2025,143
1857,Malta,2.8147588036437248,2029,143
1858,Malta,2.584152464574899,2024,143
1859,Bhutan,2.6041187968960875,2028,144
1860,Bhutan,2.150478653171391,2021,144
1861,Malawi,2.2388974723798927,2022,144
1862,Bhutan,2.47450732726046,2026,144
1863,Bhutan,2.085672918353577,2020,144
1864,Malta,2.3,2018,144
1865,Malawi,2.2867292207665324,2023,144
1866,Malta,2.3,2017,144
1867,Bhutan,2.5393130620782736,2027,144
1868,Bhutan,2.668924531713901,2029,144
1869,Bhutan,2.409701592442646,2025,144
1870,Laos,,2019,144
1871,Bhutan,2.344895857624832,2024,144
1872,Bhutan,2.215284387989205,2022,145
1873,Malawi,2.334560969153172,2024,145
1874,The Bahamas,2.097974727890689,2021,145
1875,Lebanon,,2019,145
1876,Gabon,2.2,2017,145
1877,Gabon,2.2,2018,145
1878,Malawi,2.430224465926452,2026,145
1879,Malawi,2.5737197110863703,2029,145
1880,Malawi,2.4780562143130918,2027,145
1881,Malawi,2.382392717539812,2025,145
1882,Malawi,2.525887962699731,2028,145
1883,The Bahamas,2.0624242028117417,2020,145
1884,Bhutan,2.2800901228070183,2023,145
1885,The Bahamas,2.3468284034433204,2028,146
1886,The Bahamas,2.2757273532854256,2026,146
1887,The Bahamas,2.133525252969636,2022,146
1888,The Bahamas,2.169075778048584,2023,146
1889,DASH,2.000312071546741,2021,146
1890,Lesotho,,2019,146
1891,The Bahamas,2.382378928522268,2029,146
1892,The Bahamas,2.311277878364373,2027,146
1893,Madagascar,2.1,2017,146
1894,The Bahamas,2.2401768282064785,2025,146
1895,Gabon,1.961209266531714,2020,146
1896,The Bahamas,2.204626303127531,2024,146
1897,Madagascar,2.1,2018,146
1898,Gabon,2.0357955458839405,2022,147
1899,Liberia,,2019,147
1900,Gabon,2.1476749649122806,2025,147
1901,Gabon,2.1103818252361672,2024,147
1902,Bhutan,2.0,2017,147
1903,Guinea,2.0,2018,147
1904,Gabon,2.073088685560054,2023,147
1905,Mali,2.187898470310392,2026,147
1906,Gabon,1.9985024062078276,2021,147
1907,Mali,2.3548048245614046,2029,147
1908,Mali,2.2435339217273964,2027,147
1909,Eswatini,1.8895839635762488,2020,147
1910,Mali,2.2991693731444003,2028,147
1911,Libya,,2019,148
1912,Gabon,2.2222612442645078,2027,148
1913,Gabon,2.2595543839406207,2028,148
1914,Congo-Brazzaville,2.0,2018,148
1915,Gabon,2.296847523616734,2029,148
1916,Eswatini,1.9298044829284755,2021,148
1917,Guadeloupe,1.8628305570991908,2020,148
1918,Mali,2.02099211605938,2023,148
1919,Gabon,2.184968104588394,2026,148
1920,Congo-Brazzaville,2.0,2017,148
1921,Eswatini,1.9700250022807024,2022,148
1922,Mali,2.132263018893388,2025,148
1923,Mali,2.0766275674763843,2024,148
1924,Eswatini,2.2515686377462893,2029,149
1925,Eswatini,2.1711275990418355,2027,149
1926,Malawi,1.9,2017,149
1927,Eswatini,2.090686560337382,2025,149
1928,Mali,1.854085761808368,2020,149
1929,The Bahamas,1.8,2018,149
1930,Mali,1.909721213225372,2021,149
1931,Macau,,2019,149
1932,Eswatini,2.211348118394062,2028,149
1933,Mali,1.965356664642376,2022,149
1934,Eswatini,2.130907079689609,2026,149
1935,Eswatini,2.0102455216329287,2023,149
1936,Eswatini,2.0504660409851554,2024,149
1937,Guadeloupe,1.9011517905141704,2021,150
1938,Madagascar,2.1729465167408906,2028,150
1939,Guadeloupe,1.97779425734413,2023,150
1940,Burkina Faso,1.8,2018,150
1941,Guam,1.8531351412881245,2020,150
1942,Guadeloupe,2.092757957589069,2026,150
1943,Guadeloupe,2.01611549075911,2024,150
1944,Guam,1.7,2017,150
1945,Guadeloupe,1.9394730239291504,2022,150
1946,Madagascar,2.216228662145749,2029,150
1947,Guadeloupe,2.131079191004049,2027,150
1948,Guadeloupe,2.054436724174089,2025,150
1949,Madagascar,,2019,150
1950,Madagascar,1.9565357897165996,2023,151
1951,Madagascar,1.9132536443117407,2022,151
1952,Madagascar,1.8266893535020243,2020,151
1953,Guadeloupe,2.2077216578340084,2029,151
1954,Madagascar,2.1296643713360326,2027,151
1955,Guam,1.873956529310392,2021,151
1956,Madagascar,2.043100080526316,2025,151
1957,Madagascar,2.086382225931174,2026,151
1958,The Bahamas,1.7,2017,151
1959,Madagascar,1.9998179351214576,2024,151
1960,Suriname,1.7,2018,151
1961,Guadeloupe,2.169400424419029,2028,151
1962,Malawi,,2019,151
1963,Guam,1.915599305354926,2023,152
1964,Guam,2.040527633488529,2029,152
1965,DASH,1.756452455034179,2020,152
1966,Malaysia,,2019,152
1967,Suriname,1.7,2017,152
1968,Guam,1.978063469421728,2026,152
1969,Guam,1.9572420813994604,2025,152
1970,Eswatini,1.7,2018,152
1971,Guam,2.0197062454662618,2028,152
1972,Madagascar,1.8699714989068827,2021,152
1973,Guam,1.8947779173326589,2022,152
1974,Guam,1.9364206933771928,2024,152
1975,Guam,1.9988848574439948,2027,152
1976,Suriname,1.7195289622132253,2021,153
1977,Martinique,1.8838003146983808,2026,153
1978,Martinique,1.81418645201417,2024,153
1979,Martinique,1.8489933833562755,2025,153
1980,Martinique,1.953414177382591,2028,153
1981,Martinique,1.9186072460404855,2027,153
1982,Martinique,1.9882211087246964,2029,153
1983,Martinique,1.7445725893299595,2022,153
1984,Suriname,1.704584620107962,2020,153
1985,Niger,1.6,2018,153
1986,Martinique,1.7793795206720648,2023,153
1987,Burkina Faso,1.6,2017,153
1988,Maldives,,2019,153
1989,Suriname,1.7344733043184883,2022,154
1990,Suriname,1.7942506727395409,2026,154
1991,Suriname,1.7643619885290147,2024,154
1992,Martinique,1.7097656579878542,2021,154
1993,Suriname,1.809195014844804,2027,154
1994,Suriname,1.8390836990553303,2029,154
1995,Martinique,1.674958726645749,2020,154
1996,Suriname,1.7494176464237516,2023,154
1997,Mali,,2019,154
1998,Suriname,1.7793063306342778,2025,154
1999,Guam,1.6,2018,154
2000,Suriname,1.8241393569500672,2028,154
2001,Eswatini,1.6,2017,154
2002,Guinea,1.5763270794534416,2026,155
2003,Guadeloupe,1.5,2018,155
2004,Guinea,1.5147094625708506,2024,155
2005,Guadeloupe,1.5,2017,155
2006,Guinea,1.607135887894737,2027,155
2007,Martinique,,2019,155
2008,Burkina Faso,1.6381881959973017,2028,155
2009,Burkina Faso,1.6766281854790828,2029,155
2010,Guinea,1.453091845688259,2022,155
2011,Guinea,1.422283037246964,2021,155
2012,Guinea,1.545518271012146,2025,155
2013,Guinea,1.483900654129555,2023,155
2014,Guinea,1.3914742288056683,2020,155
2015,Burkina Faso,1.3306682801430505,2020,156
2016,Burkina Faso,1.5228682275519572,2025,156
2017,Malawi,1.5,2018,156
2018,Burkina Faso,1.484428238070176,2024,156
2019,Burkina Faso,1.3691082696248318,2021,156
2020,Martinique,1.4,2017,156
2021,Burkina Faso,1.4459882485883944,2023,156
2022,Mauritania,,2019,156
2023,Guinea,1.637944696336033,2028,156
2024,Burkina Faso,1.561308217033739,2026,156
2025,Guinea,1.6687535047773283,2029,156
2026,Burkina Faso,1.407548259106613,2022,156
2027,Burkina Faso,1.59974820651552,2027,156
2028,Congo-Brazzaville,1.2504484075573552,2023,157
2029,Togo,1.3,2017,157
2030,Congo-Brazzaville,1.424267496626181,2029,157
2031,Martinique,1.4,2018,157
2032,Congo-Brazzaville,1.19250871120108,2021,157
2033,Congo-Brazzaville,1.2794182557354927,2024,157
2034,Congo-Brazzaville,1.1635388630229422,2020,157
2035,Congo-Brazzaville,1.3663278002699055,2027,157
2036,Congo-Brazzaville,1.3373579520917682,2026,157
2037,Congo-Brazzaville,1.3083881039136305,2025,157
2038,Mauritius,,2019,157
2039,Congo-Brazzaville,1.3952976484480435,2028,157
2040,Congo-Brazzaville,1.2214785593792177,2022,157
2041,Barbados,1.3469810593792173,2029,158
2042,Barbados,1.3008996690958166,2027,158
2043,Barbados,1.1856961933873145,2022,158
2044,Barbados,1.2087368885290148,2023,158
2045,Barbados,1.2548182788124156,2025,158
2046,Barbados,1.1396148031039135,2020,158
2047,Barbados,1.162655498245614,2021,158
2048,Barbados,1.2317775836707152,2024,158
2049,Mongolia,,2019,158
2050,Equatorial Guinea,1.3,2018,158
2051,Barbados,1.323940364237517,2028,158
2052,Barbados,1.277858973954116,2026,158
2053,Equatorial Guinea,1.2,2017,158
2054,Montenegro,,2019,159
2055,Benin,1.1,2017,159
2056,Benin,1.0836610541160596,2020,159
2057,Benin,1.1418085415654524,2022,159
2058,Benin,1.1708822852901488,2023,159
2059,Benin,1.2871772601889342,2027,159
2060,Benin,1.199956029014845,2024,159
2061,Benin,1.3162510039136306,2028,159
2062,Togo,1.3,2018,159
2063,Benin,1.2290297727395414,2025,159
2064,Benin,1.2581035164642378,2026,159
2065,Benin,1.112734797840756,2021,159
2066,Benin,1.345324747638327,2029,159
2067,Niger,1.1,2017,160
