,country,value,year,rank
723,Peru,45.434706288798914,2024,56
724,Peru,42.5150068879892,2021,56
725,Hungary,41.0,2017,56
726,Romania,41.821275874493935,2020,56
727,New Zealand,50.04110650000001,2029,56
728,Iraq,42.0178186659919,2022,57
729,Iraq,41.0,2017,57
730,Iraq,44.75401937044534,2026,57
731,Iraq,46.12211972267206,2028,57
732,Iraq,43.38591901821862,2024,57
733,Iraq,42.70186884210526,2023,57
734,Iraq,44.06996919433198,2025,57
735,Cyprus,4.5238734,2019,57
736,Iraq,46.80616989878543,2029,57
737,Iraq,41.333768489878544,2021,57
738,Qatar,43.0,2018,57
739,Peru,41.54177375438597,2020,57
740,Iraq,45.4380695465587,2027,57
741,Slovakia,42.22035958164642,2027,58
742,Hungary,41.0,2018,58
743,Romania,40.72120382591095,2022,58
744,Slovakia,43.120711828609984,2028,58
745,Hungary,40.79406838704453,2025,58
746,Slovakia,44.02106407557355,2029,58
747,Malta,2.456173,2019,58
748,Slovakia,41.32000733468286,2026,58
749,Iraq,40.64971831376519,2020,58
750,Hungary,40.52960378340081,2024,58
751,New Zealand,40.0,2017,58
752,Hungary,40.265139179757085,2023,58
753,Romania,41.27123985020244,2021,58
754,Romania,39.621131777327946,2024,59
755,Slovakia,40.4196550877193,2025,59
756,Hungary,41.32299759433198,2027,59
757,Hungary,40.00067457611336,2022,59
758,Hungary,39.73620997246964,2021,59
759,DASH,0.9990814704593302,2019,59
760,Hungary,39.47174536882591,2020,59
761,Hungary,41.05853299068826,2026,59
762,Romania,40.17116780161945,2023,59
763,New Zealand,40.0,2018,59
764,Qatar,43.149558441295554,2029,59
765,Qatar,40.0,2017,59
766,Qatar,42.15918939838057,2028,59
767,Hungary,41.58746219797571,2028,60
768,Denmark,36.67122948306343,2020,60
769,Slovakia,37.71859834682861,2022,60
770,Hungary,41.85192680161944,2029,60
771,Qatar,39.18808226963563,2025,60
772,Qatar,41.16882035546559,2027,60
773,Denmark,36.96097094318489,2021,60
774,Cayman Islands,0.64650345,2019,60
775,Qatar,40.17845131255061,2026,60
776,Slovakia,38.61895059379217,2023,60
777,Slovakia,39.519302840755735,2024,60
778,Bulgaria,34.0,2017,60
779,Denmark,33.0,2018,60
780,Denmark,38.98916116403509,2028,61
781,Romania,39.071095753036445,2025,61
782,Romania,38.52105972874495,2026,61
783,Belarus,33.0,2018,61
784,Denmark,33.0,2017,61
785,Denmark,38.699419703913634,2027,61
786,Denmark,37.5404538634278,2023,61
787,Qatar,38.19771322672065,2024,61
788,Faroe Islands,0.355074,2019,61
789,Serbia,39.77939968488531,2029,61
790,Denmark,37.250712403306345,2022,61
791,Slovakia,35.917893852901486,2020,61
792,Slovakia,36.81824609986505,2021,61
793,Qatar,36.21697514089069,2022,62
794,Qatar,34.236237055060734,2020,62
795,Serbia,38.77721837658572,2028,62
796,Denmark,38.40967824379217,2026,62
797,Denmark,38.11993678367072,2025,62
798,Denmark,37.83019532354926,2024,62
799,Bulgaria,33.0,2018,62
800,Denmark,39.278902624156544,2029,62
801,Belarus,32.0,2017,62
802,LTC,0.0875917275984415,2019,62
803,Romania,37.97102370445346,2027,62
804,Qatar,37.20734418380568,2023,62
805,Qatar,35.22660609797571,2021,62
806,Serbia,36.77285575998653,2026,63
807,Serbia,32.76413052678814,2022,63
808,Serbia,37.77503706828612,2027,63
809,Serbia,33.76631183508774,2023,63
810,Romania,37.42098768016196,2028,63
811,Serbia,30.759767910188955,2020,63
812,Serbia,31.761949218488542,2021,63
813,Serbia,35.77067445168693,2025,63
814,Serbia,34.76849314338733,2024,63
815,Oman,31.0,2017,63
816,Oman,32.0,2018,63
817,Romania,36.870951655870456,2029,63
818,Dominican Republic,0.08386554,2019,63
819,Morocco,30.03011363434549,2020,64
820,Morocco,30.0,2017,64
821,Morocco,32.14764616086371,2023,64
822,Morocco,34.265178687381926,2026,64
823,Morocco,32.85349033636978,2024,64
824,DOGE,0.0779828119235048,2019,64
825,Morocco,34.971022862888,2027,64
826,Morocco,31.441801985357635,2022,64
827,Morocco,35.67686703839407,2028,64
828,Morocco,30.0,2018,64
829,Morocco,30.735957809851563,2021,64
830,Morocco,36.382711213900144,2029,64
831,Morocco,33.55933451187585,2025,64
832,Ireland,33.99990396167342,2027,65
833,Ireland,35.13661736369771,2029,65
834,Ireland,32.86319055964913,2025,65
835,Serbia,30.0,2017,65
836,Ireland,31.726477157624835,2023,65
837,Serbia,30.0,2018,65
838,Ireland,30.589763755600544,2021,65
839,ETH,0.048144217849454,2019,65
840,Ireland,30.0214070545884,2020,65
841,Ireland,34.56826066268556,2028,65
842,Ireland,31.15812045661269,2022,65
843,Ireland,33.43154726066127,2026,65
844,Ireland,32.29483385863698,2024,65
845,Bahrain,32.35249324156545,2026,66
846,Bahrain,28.485492593792173,2021,66
847,Nigeria,28.0,2017,66
848,ETC,0.0027799349791416,2019,66
849,Bahrain,31.5790931120108,2025,66
850,Bahrain,30.805692982456137,2024,66
851,Nigeria,29.0,2018,66
852,Bahrain,29.258892723346825,2022,66
853,Bahrain,34.67269363022942,2029,66
854,Bahrain,33.12589337112011,2027,66
855,Bulgaria,28.22567865047233,2020,66
856,Bahrain,33.899293500674766,2028,66
857,Bahrain,30.032292852901485,2023,66
858,Syria,33.20774330634278,2029,67
859,Syria,31.97648835087719,2027,67
860,Syria,30.745233395411603,2025,67
861,BCH,0.0006480549304627,2019,67
862,Syria,31.3608608731444,2026,67
863,Slovakia,28.0,2018,67
864,Syria,30.12960591767881,2024,67
865,Syria,28.89835096221322,2022,67
866,Slovakia,28.0,2017,67
867,Syria,29.513978439946012,2023,67
868,Syria,32.592115828609984,2028,67
869,Syria,28.282723484480428,2021,67
870,Bahrain,27.712092464237514,2020,67
871,Nigeria,29.059366933198383,2024,68
872,VTC,0.0003073094226563,2019,68
873,Libya,27.930547278002702,2022,68
874,Bahrain,26.0,2017,68
875,Nigeria,29.67728182591093,2025,68
876,Ireland,27.0,2018,68
877,Nigeria,31.531026504048587,2028,68
878,Nigeria,30.295196718623487,2026,68
879,Libya,28.48237325775979,2023,68
880,Syria,27.66709600674764,2020,68
881,Bulgaria,28.004896488529013,2021,68
882,Nigeria,30.913111611336035,2027,68
883,Nigeria,32.14894139676114,2029,68
884,Libya,26.826895318488532,2020,69
885,Libya,29.03419923751688,2024,69
886,BSV,0.0002915798203687,2019,69
887,Libya,31.24150315654521,2028,69
888,Nigeria,28.441452040485835,2023,69
889,Nigeria,27.823537147773283,2022,69
890,Ireland,26.0,2017,69
891,Libya,30.137851197031047,2026,69
892,Libya,29.58602521727396,2025,69
893,Libya,27.37872129824562,2021,69
894,Bahrain,27.0,2018,69
895,Libya,31.7933291363023,2029,69
896,Libya,30.68967717678813,2027,69
897,Oman,30.96091964912282,2029,70
898,Bulgaria,27.78411432658569,2022,70
899,Nigeria,27.20562225506073,2021,70
900,Libya,26.0,2018,70
901,Oman,30.25858851551958,2028,70
902,Oman,28.15159511470986,2025,70
903,ZEC,1.0279120704094431e-06,2019,70
904,Oman,27.449263981106625,2024,70
905,Oman,29.556257381916332,2027,70
906,Bulgaria,27.56333216464237,2023,70
907,Nigeria,26.587707362348183,2020,70
908,Oman,28.853926248313098,2026,70
909,Libya,25.0,2017,70
910,Oman,25.342270580296905,2021,71
911,Azerbaijan,29.900778542510125,2029,71
912,Azerbaijan,29.287073514170046,2028,71
913,Oman,26.74693284750338,2023,71
914,Ecuador,24.0,2017,71
915,Oman,26.044601713900143,2022,71
916,Ecuador,25.0,2018,71
917,XMR,1.3196047876927338e-07,2019,71
918,Bulgaria,27.342550002699053,2024,71
919,Oman,24.639939446693663,2020,71
920,Azerbaijan,28.673368485829965,2027,71
921,Azerbaijan,27.4459584291498,2025,71
922,Azerbaijan,28.059663457489883,2026,71
923,Azerbaijan,20.0,2018,72
924,Ecuador,27.15188008502025,2029,72
925,Azerbaijan,24.3774332874494,2020,72
926,Bulgaria,26.90098567881241,2026,72
927,Afghanistan,,2019,72
928,Bulgaria,26.68020351686909,2027,72
929,Azerbaijan,20.0,2017,72
930,Azerbaijan,26.21854837246964,2023,72
931,Bulgaria,27.12176784075573,2025,72
932,Azerbaijan,26.83225340080972,2024,72
933,Azerbaijan,24.99113831578948,2021,72
934,Azerbaijan,25.60484334412956,2022,72
935,Ecuador,26.58498941295547,2028,72
936,Iceland,18.0,2017,73
937,Ecuador,22.049864036437253,2020,73
938,Ecuador,24.884317396761137,2025,73
939,Bulgaria,26.459421354925773,2028,73
940,Ecuador,22.61675470850203,2021,73
941,Ecuador,24.31742672469636,2024,73
942,Bulgaria,26.23863919298245,2029,73
943,Iceland,19.0,2018,73
944,Ecuador,23.750536052631585,2023,73
945,Albania,,2019,73
946,Ecuador,23.183645380566805,2022,73
947,Ecuador,26.018098740890693,2027,73
948,Ecuador,25.45120806882592,2026,73
949,Lebanon,18.0,2017,74
950,Croatia,24.14872603832659,2026,74
951,Algeria,,2019,74
952,Croatia,20.893998724966263,2020,74
953,Croatia,23.06381693387315,2024,74
954,Croatia,21.43645327719299,2021,74
955,Croatia,21.978907829419708,2022,74
956,Croatia,23.60627148609987,2025,74
957,Croatia,25.776089695006757,2029,74
958,Burma,18.0,2018,74
959,Croatia,25.233635142780034,2028,74
960,Croatia,24.691180590553312,2027,74
961,Croatia,22.52136238164643,2023,74
962,Puerto Rico,20.994806448329285,2021,75
963,Puerto Rico,21.84435803888799,2025,75
964,Tajikistan,22.861176815114717,2029,75
965,American Samoa,,2019,75
966,Puerto Rico,21.41958224360864,2023,75
967,Jordan,18.0,2017,75
968,Puerto Rico,22.056745936527665,2026,75
969,Puerto Rico,20.78241855068961,2020,75
970,Puerto Rico,21.631970141248317,2024,75
971,Puerto Rico,21.20719434596896,2022,75
972,Lebanon,18.0,2018,75
973,Puerto Rico,22.26913383416734,2027,75
974,Puerto Rico,22.481521731807018,2028,75
975,Iceland,22.7451367165992,2029,76
976,Tajikistan,21.972500993252368,2027,76
977,Tajikistan,20.639487260458843,2024,76
978,Tajikistan,18.862135616734147,2020,76
979,Tajikistan,21.083825171390018,2025,76
980,Tajikistan,19.30647352766532,2021,76
981,Burma,17.0,2017,76
982,Tajikistan,19.750811438596497,2022,76
983,Tajikistan,22.416838904183543,2028,76
984,Tajikistan,21.528163082321196,2026,76
985,Croatia,17.0,2018,76
986,Tajikistan,20.19514934952767,2023,76
987,Angola,,2019,76
988,Puerto Rico,22.693909629446694,2029,77
989,Iceland,19.47238498016195,2022,77
990,Jordan,17.0,2018,77
991,Iceland,20.874992867206483,2025,77
992,Iceland,19.00484901781377,2021,77
993,Iceland,20.407456904858307,2024,77
994,Iceland,22.27760075425102,2028,77
995,Iceland,21.342528829554663,2026,77
996,Antigua and Barbuda,,2019,77
997,Croatia,17.0,2017,77
998,Iceland,19.939920942510128,2023,77
999,Iceland,21.810064791902843,2027,77
1000,Iceland,18.537313055465592,2020,77
1001,Lebanon,19.136772968960862,2023,78
1002,Lebanon,20.03561543859649,2025,78
1003,Lebanon,21.38387914304994,2028,78
1004,Tunisia,16.0,2018,78
1005,Lebanon,18.687351734143054,2022,78
1006,Lebanon,18.23793049932524,2021,78
1007,Argentina,,2019,78
1008,Lebanon,17.788509264507425,2020,78
1009,Lebanon,19.58619420377868,2024,78
1010,Lebanon,21.83330037786775,2029,78
1011,Lebanon,20.93445790823212,2027,78
1012,Lebanon,20.48503667341431,2026,78
1013,Tunisia,16.0,2017,78
1014,Cuba,16.0,2017,79
1015,Slovenia,19.099144999136303,2023,79
1016,Cuba,16.0,2018,79
1017,Slovenia,20.454876219541163,2026,79
1018,Slovenia,21.3586970331444,2028,79
1019,Slovenia,21.81060743994602,2029,79
1020,Slovenia,19.551055405937923,2024,79
1021,Slovenia,18.647234592334684,2022,79
1022,Slovenia,17.743413778731444,2020,79
1023,Slovenia,20.906786626342782,2027,79
1024,Slovenia,18.195324185533064,2021,79
1025,Aruba,,2019,79
1026,Slovenia,20.002965812739543,2025,79
1027,Azerbaijan,,2019,80
1028,Jordan,19.15683357489879,2025,80
1029,Jordan,18.256664542510126,2023,80
1030,Dominican Republic,16.0,2017,80
1031,Jordan,17.806580026315793,2022,80
1032,Jordan,19.60691809109312,2026,80
1033,Dominican Republic,16.0,2018,80
1034,Jordan,20.507087123481785,2028,80
1035,Jordan,18.706749058704457,2024,80
1036,Jordan,16.90641099392713,2020,80
1037,Jordan,20.05700260728745,2027,80
1038,Jordan,20.95717163967612,2029,80
1039,Jordan,17.356495510121462,2021,80
1040,Bahrain,,2019,81
1041,Tunisia,17.432317717273957,2022,81
1042,Turkmenistan,15.0,2017,81
1043,Tunisia,16.657377826585698,2020,81
1044,Tunisia,17.04484777192983,2021,81
1045,Tunisia,19.757137389338737,2028,81
1046,Puerto Rico,15.0,2018,81
1047,Tunisia,19.369667443994604,2027,81
1048,Tunisia,17.819787662618086,2023,81
1049,Tunisia,18.207257607962216,2024,81
1050,Tunisia,20.144607334682867,2029,81
1051,Tunisia,18.594727553306345,2025,81
1052,Tunisia,18.982197498650475,2026,81
1053,Turkmenistan,15.0,2018,82
1054,Turkmenistan,17.30317672334683,2023,82
1055,Turkmenistan,19.508464395411607,2028,82
1056,Turkmenistan,16.42106165452092,2021,82
1057,Turkmenistan,19.949521929824563,2029,82
1058,Turkmenistan,17.744234257759786,2024,82
1059,Turkmenistan,19.06740686099865,2027,82
1060,Turkmenistan,18.626349326585697,2026,82
1061,Turkmenistan,15.980004120107964,2020,82
1062,Turkmenistan,18.18529179217274,2025,82
1063,Turkmenistan,16.862119188933875,2022,82
1064,Slovenia,14.0,2017,82
1065,Bangladesh,,2019,82
1066,Dominican Republic,16.570716705802973,2022,83
1067,Dominican Republic,18.55064486369771,2027,83
1068,Sri Lanka,14.0,2017,83
1069,Tajikistan,14.0,2018,83
1070,Dominican Republic,16.96670233738192,2023,83
1071,Dominican Republic,17.36268796896087,2024,83
1072,Dominican Republic,15.778745442645077,2020,83
1073,Dominican Republic,18.154659232118764,2026,83
1074,Dominican Republic,19.342616126855606,2029,83
1075,Dominican Republic,17.758673600539815,2025,83
1076,Barbados,,2019,83
1077,Dominican Republic,16.174731074224027,2021,83
1078,Dominican Republic,18.946630495276658,2028,83
1079,Syria,14.0,2018,84
1080,Cuba,15.467779696626184,2020,84
1081,Mozambique,14.0,2017,84
1082,Cuba,16.216944886909584,2025,84
1083,Belize,,2019,84
1084,Cuba,15.767445772739544,2022,84
1085,Bosnia and Herzegovina,16.481340355600544,2026,84
1086,Bosnia and Herzegovina,17.27683358232119,2028,84
1087,Bosnia and Herzegovina,17.674580195681514,2029,84
1088,Bosnia and Herzegovina,16.879086968960866,2027,84
1089,Cuba,15.917278810796224,2023,84
1090,Cuba,15.617612734682863,2021,84
1091,Cuba,16.067111848852903,2024,84
1092,Benin,,2019,85
1093,Bosnia and Herzegovina,14.0948606754386,2020,85
1094,Cuba,16.516610963022945,2027,85
1095,Bosnia and Herzegovina,16.083593742240218,2025,85
1096,Cuba,16.816277039136306,2029,85
1097,Cuba,16.366777924966264,2026,85
1098,Slovenia,14.0,2018,85
1099,Bosnia and Herzegovina,15.28810051551957,2023,85
1100,Cuba,16.666444001079626,2028,85
1101,Puerto Rico,14.0,2017,85
1102,Bosnia and Herzegovina,14.492607288798922,2021,85
1103,Bosnia and Herzegovina,15.685847128879896,2024,85
1104,Bosnia and Herzegovina,14.890353902159248,2022,85
1105,Lithuania,13.624045973549258,2021,86
1106,Lithuania,14.938014085290147,2025,86
1107,Lithuania,16.25198219703104,2029,86
1108,Lithuania,15.594998141160596,2027,86
1109,Syria,14.0,2017,86
1110,Bermuda,,2019,86
1111,Lithuania,13.29555394561404,2020,86
1112,Lithuania,14.281030029419703,2023,86
1113,Lithuania,15.266506113225372,2026,86
1114,Lithuania,15.923490169095816,2028,86
1115,Lithuania,14.609522057354926,2024,86
1116,Mozambique,13.0,2018,86
1117,Lithuania,13.95253800148448,2022,86
1118,Paraguay,13.0,2018,87
1119,Mozambique,14.61851412645074,2025,87
1120,Mozambique,15.964752485155191,2029,87
1121,Mozambique,14.281954536774627,2024,87
1122,Mozambique,15.291633305802968,2027,87
1123,Mozambique,13.272275767746288,2021,87
1124,Bhutan,,2019,87
1125,Tajikistan,14.0,2017,87
1126,Mozambique,12.935716178070177,2020,87
1127,Mozambique,13.945394947098514,2023,87
1128,Mozambique,15.62819289547908,2028,87
1129,Mozambique,14.955073716126854,2026,87
1130,Mozambique,13.6088353574224,2022,87
1131,Kyrgyzstan,13.419660510121458,2022,88
1132,Kyrgyzstan,14.067556072874494,2024,88
1133,Bosnia and Herzegovina,,2019,88
1134,Kyrgyzstan,14.391503854251011,2025,88
1135,Zambia,13.0,2018,88
1136,Kyrgyzstan,14.715451635627533,2026,88
1137,Kyrgyzstan,15.039399417004049,2027,88
1138,Kyrgyzstan,13.09571272874494,2021,88
1139,Paraguay,12.0,2017,88
1140,Kyrgyzstan,12.77176494736842,2020,88
1141,Kyrgyzstan,13.743608291497976,2023,88
1142,Kyrgyzstan,15.363347198380568,2028,88
1143,Kyrgyzstan,15.687294979757086,2029,88
1144,Sri Lanka,13.574451548583,2024,89
1145,Sri Lanka,13.888384287449398,2025,89
1146,Bosnia and Herzegovina,12.0,2017,89
1147,Sri Lanka,12.318720593117414,2020,89
1148,Sri Lanka,12.946586070850207,2022,89
1149,Sri Lanka,14.830182504048588,2028,89
1150,North Korea,13.0,2018,89
1151,Sri Lanka,14.516249765182192,2027,89
1152,Sri Lanka,15.144115242914983,2029,89
1153,Sri Lanka,13.260518809716604,2023,89
1154,Sri Lanka,12.63265333198381,2021,89
1155,Sri Lanka,14.202317026315797,2026,89
1156,Botswana,,2019,89
1157,Georgia,11.771074310391366,2020,90
1158,Georgia,12.98443605937922,2024,90
1159,Georgia,12.377755184885292,2022,90
1160,Georgia,12.681095622132258,2023,90
1161,Georgia,14.197797808367074,2028,90
1162,Georgia,14.50113824561404,2029,90
1163,Sri Lanka,13.0,2018,90
1164,British Virgin Islands,,2019,90
1165,Georgia,13.894457371120112,2027,90
1166,North Korea,12.0,2017,90
1167,Georgia,13.287776496626185,2025,90
1168,Georgia,13.591116933873147,2026,90
1169,Georgia,12.074414747638327,2021,90
1170,Burma,12.564200637651824,2024,91
1171,Zambia,12.0,2017,91
1172,Burma,14.166762611336036,2029,91
1173,Burma,11.602663453441298,2021,91
1174,Burma,13.205225427125509,2026,91
1175,Burma,13.846250216599191,2028,91
1176,Georgia,12.0,2018,91
1177,Burma,12.884713032388667,2025,91
1178,Burma,12.243688242914985,2023,91
1179,North Korea,11.76625081511471,2020,91
1180,Burma,11.92317584817814,2022,91
1181,Brunei,,2019,91
1182,Burma,13.525737821862352,2027,91
1183,Uruguay,12.53442825789474,2025,92
1184,Uruguay,11.583752987449396,2021,92
1185,Uruguay,12.296759440283404,2024,92
1186,Uruguay,11.821421805060732,2022,92
1187,Uruguay,11.34608416983806,2020,92
1188,Uruguay,13.247434710728747,2028,92
1189,Uruguay,13.009765893117413,2027,92
1190,Uruguay,12.0,2018,92
1191,Uruguay,13.485103528340083,2029,92
1192,Burkina Faso,,2019,92
1193,Kyrgyzstan,11.0,2017,92
1194,Uruguay,12.059090622672068,2023,92
1195,Uruguay,12.772097075506077,2026,92
1196,Estonia,12.339561317139005,2026,93
1197,Bosnia and Herzegovina,12.0,2018,93
1198,Estonia,12.614896199730095,2027,93
1199,Burma,,2019,93
1200,Estonia,12.06422643454791,2025,93
1201,Estonia,11.788891551956816,2024,93
1202,Estonia,13.165565964912282,2029,93
1203,Lithuania,11.0,2017,93
1204,Burma,11.282151058704455,2020,93
1205,Estonia,12.89023108232119,2028,93
1206,North Korea,11.347882709851554,2021,93
1207,Estonia,11.513556669365723,2023,93
1208,Estonia,11.23822178677463,2022,93
1209,Burundi,,2019,94
1210,Zambia,10.840356883063428,2020,94
1211,Paraguay,12.838230689383716,2029,94
1212,Costa Rica,11.576755364709854,2024,94
1213,Paraguay,12.567719681219074,2028,94
1214,Zambia,10.994988666261808,2021,94
1215,Kyrgyzstan,12.0,2018,94
1216,Costa Rica,11.809129178272608,2025,94
1217,Paraguay,12.297208673054431,2027,94
1218,Georgia,11.0,2017,94
1219,Costa Rica,11.344381551147102,2023,94
1220,Zambia,11.149620449460189,2022,94
1221,Costa Rica,12.04150299183536,2026,94
1222,Paraguay,11.756186656725149,2025,95
1223,Estonia,10.962886904183538,2021,95
1224,Estonia,10.687552021592444,2020,95
1225,Sudan,11.0,2017,95
1226,Costa Rica,12.506250618960866,2028,95
1227,Paraguay,11.485675648560504,2024,95
1228,Costa Rica,12.73862443252362,2029,95
1229,Lithuania,11.0,2018,95
1230,Paraguay,12.02669766488979,2026,95
1231,Zambia,11.30425223265857,2023,95
1232,Costa Rica,11.112007737584348,2022,95
1233,Cabo Verde,,2019,95
1234,Costa Rica,12.273876805398114,2027,95
1235,Zambia,11.768147582253713,2026,96
1236,Paraguay,10.94465363223122,2022,96
1237,Paraguay,11.215164640395864,2023,96
1238,Uruguay,11.0,2017,96
1239,Zambia,11.458884015856947,2024,96
1240,Cambodia,,2019,96
1241,Guatemala,12.212924326855603,2028,96
1242,Guatemala,11.955964785964914,2027,96
1243,Guatemala,12.469883867746292,2029,96
1244,Zambia,11.61351579905533,2025,96
1245,Costa Rica,10.879633924021595,2021,96
1246,Sudan,11.0,2018,96
1247,Costa Rica,10.64726011045884,2020,96
1248,Guatemala,11.442045704183538,2025,97
1249,Paraguay,10.674142624066578,2021,97
1250,Paraguay,10.403631615901936,2020,97
1251,Guatemala,10.928126622402162,2023,97
1252,Cameroon,,2019,97
1253,Guatemala,11.18508616329285,2024,97
1254,Guatemala,10.0,2017,97
1255,North Korea,10.929514604588396,2022,97
1256,Zambia,12.232042931848852,2029,97
1257,Guatemala,11.0,2018,97
1258,Zambia,11.92277936545209,2027,97
1259,Zambia,12.077411148650471,2028,97
1260,Guatemala,11.699005245074227,2026,97
1261,Trinidad and Tobago,11.341336599190283,2029,98
1262,Trinidad and Tobago,10.510374591093118,2025,98
1263,Costa Rica,9.9,2017,98
1264,Guatemala,10.414207540620785,2021,98
1265,Central African Republic,,2019,98
1266,Angola,10.0,2018,98
1267,Guatemala,10.671167081511474,2022,98
1268,Trinidad and Tobago,11.133596097165992,2028,98
1269,Trinidad and Tobago,10.9258555951417,2027,98
1270,Trinidad and Tobago,10.302634089068826,2024,98
1271,Trinidad and Tobago,10.71811509311741,2026,98
1272,North Korea,10.511146499325235,2023,98
1273,Guatemala,10.157247999730098,2020,98
1274,North Macedonia,10.76120389149798,2027,99
1275,North Macedonia,10.530549216801624,2026,99
1276,Chad,,2019,99
1277,Trinidad and Tobago,10.094893587044536,2023,99
1278,Trinidad and Tobago,9.47167208097166,2020,99
1279,Trinidad and Tobago,9.679412582995951,2021,99
1280,North Macedonia,10.299894542105267,2025,99
1281,Angola,9.5,2017,99
1282,North Macedonia,11.222513240890692,2029,99
1283,North Macedonia,10.991858566194336,2028,99
1284,North Korea,10.09277839406208,2024,99
1285,Trinidad and Tobago,9.887153085020245,2022,99
1286,Costa Rica,10.0,2018,99
1287,North Macedonia,9.377275843319842,2021,100
1288,Latvia,10.414072870175442,2027,100
1289,Latvia,10.189391436167345,2026,100
1290,North Macedonia,9.838585192712554,2023,100
1291,North Macedonia,9.607930518016198,2022,100
1292,China,,2019,100
1293,Panama,9.3,2018,100
1294,North Macedonia,9.146621168623485,2020,100
1295,Latvia,10.863435738191637,2029,100
1296,Latvia,10.63875430418354,2028,100
1297,Trinidad and Tobago,9.1,2017,100
1298,Latvia,9.964710002159247,2025,100
1299,North Macedonia,10.06923986740891,2024,100
1300,Latvia,8.841302832118762,2020,101
1301,Latvia,9.290665700134957,2022,101
1302,Sudan,10.476043722334683,2028,101
1303,Sudan,10.230984553306344,2027,101
1304,Sudan,9.985925384278003,2026,101
1305,Latvia,9.740028568151152,2024,101
1306,Ghana,9.0,2017,101
1307,Sudan,9.740866215249666,2025,101
1308,Estonia,9.1,2018,101
1309,Sudan,10.721102891363026,2029,101
1310,Latvia,9.06598426612686,2021,101
1311,Latvia,9.515347134143054,2023,101
1312,Colombia,,2019,101
1313,Sudan,9.495807046221325,2024,102
1314,Ghana,9.479094091565454,2026,102
1315,Panama,10.032274790418354,2029,102
1316,Sudan,9.250747877192984,2023,102
1317,Ghana,8.662684321929826,2020,102
1318,Panama,9.0,2017,102
1319,Panama,9.838130655900136,2028,102
1320,Sudan,9.005688708164644,2022,102
1321,Panama,9.643986521381915,2027,102
1322,Ethiopia,9.0,2018,102
1323,North Korea,9.67441028879892,2025,102
1324,Ghana,8.798752616869097,2021,102
1325,Comoros,,2019,102
1326,Ghana,8.8,2018,103
1327,Ethiopia,8.8,2017,103
1328,Ghana,9.07088920674764,2023,103
1329,Ghana,9.34302579662618,2025,103
1330,Zimbabwe,8.660380087719298,2020,103
1331,Ghana,9.751230681443996,2028,103
1332,Sudan,8.760629539136305,2021,103
1333,Ghana,9.20695750168691,2024,103
1334,Ghana,9.887298976383269,2029,103
1335,Congo-Brazzaville,,2019,103
1336,Ghana,9.615162386504725,2027,103
1337,Ghana,8.934820911808368,2022,103
1338,Panama,9.4498423868637,2026,103
1339,Zimbabwe,8.669469298245614,2021,104
1340,Panama,9.25569825234548,2025,104
1341,Moldova,9.28079449932524,2027,104
1342,Sudan,8.515570370107964,2020,104
1343,Panama,8.867409983309043,2023,104
1344,Zimbabwe,8.67855850877193,2022,104
1345,Kenya,8.8,2017,104
1346,Moldova,9.64473798920378,2029,104
1347,North Korea,9.256042183535763,2026,104
1348,Kenya,8.7,2018,104
1349,Moldova,9.462766244264513,2028,104
1350,Congo-Kinshasa,,2019,104
1351,Panama,9.061554117827262,2024,104
1352,Zimbabwe,8.687647719298246,2023,105
1353,Congo-Kinshasa,8.6,2018,105
1354,Panama,8.479121714272607,2021,105
1355,Cook Islands,,2019,105
1356,Moldova,8.734879264507425,2024,105
1357,Moldova,8.916851009446697,2025,105
1358,Bolivia,9.35536236909582,2029,105
1359,Moldova,9.098822754385967,2026,105
1360,Bolivia,8.98005094278003,2027,105
1361,Estonia,8.7,2017,105
1362,Panama,8.673265848790825,2022,105
1363,Panama,8.284977579754388,2020,105
1364,Bolivia,9.167706655937923,2028,105
1365,Kenya,9.09834584331984,2028,106
1366,Zimbabwe,8.705826140350878,2025,106
1367,Zimbabwe,8.696736929824562,2024,106
1368,Moldova,8.370935774628883,2022,106
1369,Kenya,9.264292060728748,2029,106
1370,Moldova,8.552907519568153,2023,106
1371,Cambodia,8.4,2018,106
1372,Costa Rica,,2019,106
1373,Kenya,8.932399625910934,2027,106
1374,Congo-Kinshasa,8.6,2017,106
1375,Bolivia,8.792395229622135,2026,106
1376,Moldova,8.00699228475034,2020,106
1377,Moldova,8.188964029689611,2021,106
1378,Kenya,7.936722321457491,2021,107
1379,Côte d’Ivoire,,2019,107
1380,North Korea,8.837674078272606,2027,107
1381,Kenya,8.766453408502027,2026,107
1382,Bolivia,8.3,2018,107
1383,Kenya,7.770776104048584,2020,107
1384,Bolivia,8.60473951646424,2025,107
1385,Angola,8.892479039743593,2028,107
1386,Kenya,8.268614756275305,2023,107
1387,Angola,9.102682551282054,2029,107
1388,Kenya,8.434560973684214,2024,107
1389,Bolivia,8.1,2017,107
1390,Kenya,8.102668538866398,2022,107
1391,Cuba,,2019,108
1392,Zimbabwe,8.714915350877193,2026,108
1393,Bolivia,8.041772376990556,2022,108
1394,Zimbabwe,8.733093771929825,2028,108
1395,Bolivia,7.854116663832661,2021,108
1396,Kenya,8.60050719109312,2025,108
1397,Congo-Kinshasa,8.747624723346828,2029,108
1398,Zimbabwe,8.72400456140351,2027,108
1399,Congo-Kinshasa,7.711109152496626,2020,108
1400,Trinidad and Tobago,8.2,2018,108
